Brand,Model,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Price,Cat,Has_New_Price,New_Price_num,Power_Engine_Ratio
Maruti,Swift VDI,Kochi,3,38143.0,Diesel,Manual,First,22,1248,74.0,1.827769906751088,Standard,0,0.0,0.05929487179487179
Volkswagen,Polo Petrol Highline 1.2L,Pune,7,19030.0,Petrol,Manual,First,16,1198,73.9,1.5686159179138452,Standard,0,0.0,0.06168614357262104
Toyota,Etios Liva 1.2 VX Dual Tone,Coimbatore,0,20877.0,Petrol,Manual,First,18,1197,78.9,2.1126345090356,Standard,1,7.59,0.06591478696741855
Maruti,Swift VXI,Mumbai,3,23555.0,Petrol,Manual,First,22,1197,81.8,1.8082887711792655,Standard,1,7.0,0.0683375104427736
Mercedes-benz,E-Class 2009-2013 E250 CDI Elegance,Bangalore,6,29000.0,Diesel,Automatic,First,14,2143,203.0,3.4011973816621555,Standard,0,0.0,0.09472701819878675
Maruti,Wagon R VXI,Pune,6,61000.0,Petrol,Manual,First,18,998,67.1,1.3609765531356006,Standard,0,0.0,0.06723446893787574
Tata,Nano Lx BSIV,Kochi,7,4187.0,Petrol,Manual,First,26,624,35.0,0.8671004876833833,Standard,0,0.0,0.05608974358974359
Skoda,Laura 1.8 TSI Ambiente,Bangalore,8,46000.0,Petrol,Manual,First,13,1798,157.8,1.8718021769015913,Standard,0,0.0,0.08776418242491658
Volkswagen,Polo GT TSI,Mumbai,3,28000.0,Petrol,Automatic,First,17,1197,103.5,2.1102132003465894,Standard,1,11.26,0.08646616541353383
Hyundai,Verna 1.6 SX,Coimbatore,5,83558.0,Diesel,Manual,First,22,1582,126.32,2.0769384114617173,Standard,0,0.0,0.07984829329962073
Tata,Bolt Quadrajet XE,Hyderabad,2,40000.0,Diesel,Manual,First,22,1248,74.0,1.8325814637483102,Standard,1,7.43,0.05929487179487179
Hyundai,EON D Lite Plus,Kolkata,6,36000.0,Petrol,Manual,First,21,814,55.2,1.0818051703517284,Standard,0,0.0,0.06781326781326781
Audi,A4 2.0 TDI 177 Bhp Premium Plus,Bangalore,5,21000.0,Diesel,Automatic,First,17,1968,174.33,3.2386784521643803,Standard,0,0.0,0.08858231707317074
Toyota,Innova 2.5 GX (Diesel) 7 Seater,Kochi,6,62162.0,Diesel,Manual,First,12,2494,100.0,2.231089091288976,Large,0,0.0,0.040096230954290296
Mercedes-benz,M-Class ML 350 CDI,Hyderabad,7,83000.0,Diesel,Automatic,First,11,2987,254.8,3.6109179126442243,Standard,0,0.0,0.08530297957817208
Hyundai,Xcent 1.1 CRDi S,Pune,4,58000.0,Diesel,Manual,First,24,1120,71.0,1.8718021769015913,Standard,0,0.0,0.06339285714285714
Honda,Accord 2.4 AT,Kochi,8,62332.0,Petrol,Automatic,First,11,2354,177.6,1.9300710850255671,Standard,0,0.0,0.07544604927782497
Volkswagen,Vento 1.5 TDI Highline,Kochi,3,50867.0,Diesel,Manual,First,20,1498,103.2,2.191653532286764,Standard,0,0.0,0.06889185580774367
Hyundai,i20 Sportz Petrol,Mumbai,9,73000.0,Petrol,Manual,First,17,1197,80.0,1.3217558399823195,Standard,0,0.0,0.06683375104427736
Hyundai,Elantra CRDi SX,Jaipur,7,98008.0,Diesel,Manual,First,22,1582,126.24,1.9810014688665833,Standard,0,0.0,0.07979772439949431
Ford,Figo Diesel Titanium,Hyderabad,4,36000.0,Diesel,Manual,First,20,1399,68.05,1.7833912195575383,Standard,0,0.0,0.04864188706218728
Hyundai,i20 1.2 Magna Executive,Kochi,0,27339.0,Petrol,Manual,First,18,1197,81.83,1.9837562915454279,Standard,0,0.0,0.06836257309941521
Hyundai,Verna 1.6 CRDi SX,Kolkata,2,25000.0,Diesel,Manual,First,23,1582,126.2,2.2669579153508947,Standard,0,0.0,0.0797724399494311
Hyundai,Grand i10 Asta,Kolkata,5,37000.0,Petrol,Manual,First,18,1197,82.0,1.5040773967762742,Standard,0,0.0,0.06850459482038429
Audi,Q5 2.0 TDI,Hyderabad,4,56000.0,Diesel,Automatic,First,14,1968,174.3,3.58351893845611,Standard,0,0.0,0.08856707317073172
Maruti,Swift Dzire ZXi,Kolkata,4,27000.0,Petrol,Manual,First,17,1298,85.8,1.6956156086751528,Standard,0,0.0,0.06610169491525424
Hyundai,i20 Magna,Kolkata,7,37000.0,Petrol,Manual,First,18,1197,80.0,1.2947271675944,Standard,0,0.0,0.06683375104427736
Mahindra,KUV 100 mFALCON D75 K4 Plus 5str,Kolkata,2,10500.0,Diesel,Manual,First,25,1198,77.0,1.7404661748405046,Standard,0,0.0,0.0642737896494157
Hyundai,Elantra 1.6 SX Option AT,Ahmedabad,5,49000.0,Diesel,Automatic,First,18,1582,126.2,2.2925347571405443,Standard,1,22.43,0.0797724399494311
Other_Luxury,Compass 2.0 Limited Option Black,Mumbai,2,7000.0,Diesel,Manual,First,17,1956,170.0,2.915064370486536,Standard,1,24.02,0.0869120654396728
Maruti,Vitara Brezza VDi Option,Coimbatore,2,71256.0,Diesel,Manual,First,24,1248,88.5,2.3589654264301534,Standard,0,0.0,0.07091346153846154
Toyota,Corolla Altis 1.8 GL,Kochi,7,83184.0,Petrol,Manual,First,14,1798,138.03,1.9768549529047348,Standard,1,21.69,0.0767686318131257
Mahindra,XUV500 W8 2WD,Kolkata,6,87284.0,Diesel,Manual,First,15,2179,140.0,2.174751721484161,Large,0,0.0,0.06424965580541533
Bmw,X1 xDrive 20d xLine,Mumbai,3,7000.0,Diesel,Automatic,First,20,1995,190.0,3.3586377672433594,Standard,0,0.0,0.09523809523809523
Hyundai,i20 Magna 1.4 CRDi,Pune,4,29000.0,Diesel,Manual,Second,22,1396,88.73,2.0794415416798357,Standard,0,0.0,0.06356017191977077
Mercedes-benz,GLE 350d,Coimbatore,2,33552.0,Diesel,Automatic,First,11,2987,254.79,4.187683102652602,Standard,1,95.13,0.08529963173752929
Chevrolet,Cruze LTZ,Bangalore,6,64000.0,Diesel,Manual,Second,17,1998,163.7,2.0149030205422647,Standard,0,0.0,0.08193193193193192
Hyundai,i20 1.2 Magna,Jaipur,8,82000.0,Petrol,Manual,Second,18,1197,80.0,1.308332819650179,Standard,0,0.0,0.06683375104427736
Honda,Brio S MT,Mumbai,7,70000.0,Petrol,Manual,Second,19,1198,86.8,1.252762968495368,Standard,0,0.0,0.07245409015025041
Nissan,Evalia 2013 XL,Hyderabad,6,166194.0,Diesel,Manual,First,19,1461,84.8,1.589235205116581,Large,0,0.0,0.05804243668720054
Volkswagen,Polo Petrol Trendline 1.2L,Delhi,4,58000.0,Petrol,Manual,First,16,1198,73.9,1.599387576580599,Standard,0,0.0,0.06168614357262104
Hyundai,i10 Sportz 1.2,Chennai,9,77000.0,Petrol,Manual,Second,20,1197,78.9,1.1314021114911006,Standard,0,0.0,0.06591478696741855
Chevrolet,Cruze LTZ AT,Pune,10,73204.0,Diesel,Automatic,Third,18,1991,147.9,1.5040773967762742,Standard,0,0.0,0.07428427925665496
Hyundai,i10 Era,Hyderabad,12,70000.0,Petrol,Manual,Second,19,1086,68.05,1.0986122886681098,Standard,0,0.0,0.06266114180478821
Maruti,Ertiga VDI,Delhi,5,79870.0,Diesel,Manual,First,20,1248,88.76,1.8484548129046001,Large,0,0.0,0.07112179487179487
Honda,Amaze S i-Dtech,Delhi,6,90000.0,Diesel,Manual,First,25,1498,98.6,1.5686159179138452,Standard,0,0.0,0.06582109479305741
Mercedes-benz,A Class A180 Sport,Mumbai,3,17000.0,Petrol,Automatic,First,15,1595,122.0,2.9041650800285006,Standard,1,34.63,0.07648902821316614
Hyundai,Grand i10 1.2 Kappa Magna,Kochi,1,46493.0,Petrol,Manual,First,18,1197,81.86,1.8764069432883397,Standard,1,6.32,0.0683876357560568
Hyundai,i10 Sportz 1.2,Pune,10,68000.0,Petrol,Manual,Third,20,1197,78.9,1.0818051703517284,Standard,0,0.0,0.06591478696741855
Maruti,Swift DDiS ZDI Plus,Hyderabad,2,2000.0,Diesel,Manual,First,28,1248,74.0,2.2192034840549946,Standard,0,0.0,0.05929487179487179
Toyota,Innova 2.5 GX (Diesel) 7 Seater,Pune,6,170000.0,Diesel,Manual,Third,12,2494,100.6,2.0149030205422647,Large,0,0.0,0.04033680834001604
Other,Cooper Countryman D High,Coimbatore,5,45535.0,Diesel,Automatic,First,23,1998,112.0,3.0160249768217535,Standard,0,0.0,0.056056056056056056
Other,Linea T-Jet Active,Coimbatore,3,39228.0,Petrol,Manual,First,15,1368,112.4,2.0255131996542803,Standard,0,0.0,0.08216374269005848
Chevrolet,Aveo 1.4 LT,Mumbai,8,57000.0,Petrol,Manual,Second,14,1399,92.7,1.1314021114911006,Standard,0,0.0,0.06626161543959971
Hyundai,i10 Era 1.1,Chennai,11,85445.0,Petrol,Manual,Second,19,1086,68.05,1.0986122886681098,Standard,0,0.0,0.06266114180478821
Hyundai,Xcent 1.1 CRDi Base,Delhi,4,54000.0,Diesel,Manual,First,24,1120,71.0,1.547562508716013,Standard,0,0.0,0.06339285714285714
Maruti,Celerio VXI AT,Mumbai,5,53000.0,Petrol,Automatic,First,23,998,67.04,1.5686159179138452,Standard,0,0.0,0.06717434869739479
Hyundai,i10 Sportz,Jaipur,5,60000.0,Petrol,Manual,First,20,1197,78.9,1.4469189829363254,Standard,0,0.0,0.06591478696741855
Renault,Duster 85PS Diesel RxL,Coimbatore,4,65668.0,Diesel,Manual,First,19,1461,83.8,1.8764069432883397,Standard,0,0.0,0.05735797399041752
Bmw,3 Series 320d,Ahmedabad,8,100000.0,Diesel,Automatic,Second,22,1995,190.0,2.4765384001174837,Standard,1,43.31,0.09523809523809523
Hyundai,Grand i10 Sportz,Kolkata,1,1800.0,Petrol,Manual,First,18,1197,82.0,1.8082887711792655,Standard,0,0.0,0.06850459482038429
Chevrolet,Spark 1.0 LS,Pune,10,44200.0,Petrol,Manual,Second,18,995,62.0,0.9555114450274363,Standard,0,0.0,0.062311557788944726
Honda,City i VTEC VX Option,Ahmedabad,1,14000.0,Petrol,Manual,First,17,1497,117.3,2.505525936990736,Standard,0,0.0,0.0783567134268537
Volkswagen,Vento Diesel Highline,Chennai,6,170000.0,Diesel,Manual,First,20,1598,103.6,1.9315214116032138,Standard,0,0.0,0.06483103879849812
Toyota,Fortuner 4x2 4 Speed AT,Delhi,7,73000.0,Diesel,Automatic,First,11,2982,169.0,2.7343675094195836,Large,0,0.0,0.05667337357478203
Honda,City 1.5 S MT,Delhi,8,68000.0,Petrol,Manual,First,17,1497,118.0,1.5260563034950494,Standard,0,0.0,0.0788243152972612
Bmw,5 Series 2013-2017 520d Luxury Line,Jaipur,2,19543.0,Diesel,Automatic,First,18,1995,190.0,3.7256934272366524,Standard,0,0.0,0.09523809523809523
Audi,Q5 30 TDI quattro Premium Plus,Bangalore,5,38000.0,Diesel,Automatic,Second,14,1968,174.3,3.6876286722122837,Standard,0,0.0,0.08856707317073172
Maruti,Ritz LDi,Delhi,5,32805.0,Diesel,Manual,First,23,1248,73.94,1.5260563034950494,Standard,0,0.0,0.05924679487179487
Volkswagen,Vento 1.5 TDI Highline AT,Kochi,3,44782.0,Diesel,Automatic,First,21,1498,103.2,2.0943301541735866,Standard,0,0.0,0.06889185580774367
Honda,City i DTEC SV,Kochi,3,55700.0,Diesel,Manual,First,26,1498,98.6,2.1424163408412245,Standard,0,0.0,0.06582109479305741
Audi,A4 New 2.0 TDI Multitronic,Delhi,7,60000.0,Diesel,Automatic,Second,15,1968,140.8,2.4292177439274116,Standard,0,0.0,0.07154471544715447
Skoda,Rapid 1.6 MPI Elegance,Hyderabad,5,56000.0,Petrol,Manual,First,15,1598,103.52,2.0794415416798357,Standard,0,0.0,0.06478097622027534
Toyota,Fortuner 3.0 Diesel,Delhi,8,60000.0,Diesel,Manual,First,11,2982,171.0,2.47232786758114,Large,0,0.0,0.05734406438631791
Chevrolet,Optra Magnum 2.0 LT BS3,Mumbai,9,78563.0,Diesel,Manual,First,16,1991,123.7,1.208960345836975,Standard,0,0.0,0.062129583124058266
Maruti,Eeco 7 Seater Standard,Mumbai,5,34669.0,Petrol,Manual,First,15,1196,73.0,1.3609765531356006,Large,1,4.71,0.061036789297658864
Maruti,Ciaz ZXi,Delhi,2,17000.0,Petrol,Manual,First,20,1373,91.1,2.157559320943788,Standard,0,0.0,0.0663510560815732
Maruti,Ciaz VDi Plus SHVS,Delhi,3,66000.0,Diesel,Manual,First,28,1248,88.5,2.0014800002101243,Standard,0,0.0,0.07091346153846154
Toyota,Innova 2.5 LE 2014 Diesel 7 Seater,Pune,5,102418.0,Diesel,Manual,First,12,2494,100.6,2.4069451083182885,Large,0,0.0,0.04033680834001604
Maruti,Swift Dzire VXI,Kolkata,5,48800.0,Petrol,Manual,First,19,1197,85.8,1.6582280766035324,Standard,0,0.0,0.07167919799498747
Toyota,Innova Crysta 2.8 GX AT,Kochi,0,10601.0,Diesel,Automatic,First,11,2755,171.5,3.027715319407042,Large,1,20.74,0.062250453720508164
Tata,Indica V2 eLX,Pune,2,8200.0,Diesel,Manual,First,25,1396,69.0,1.6863989535702288,Standard,0,0.0,0.0494269340974212
Hyundai,i20 Magna,Jaipur,7,100000.0,Petrol,Manual,First,18,1197,82.85,1.4469189829363254,Standard,0,0.0,0.06921470342522974
Ford,Fiesta 1.4 Duratorq ZXI,Pune,7,78000.0,Diesel,Manual,First,17,1399,68.0,1.33500106673234,Standard,0,0.0,0.04860614724803431
Chevrolet,Enjoy 1.3 TCDi LS 8,Kolkata,4,50000.0,Diesel,Manual,First,18,1248,73.74,1.667706820558076,Large,0,0.0,0.059086538461538454
Ford,Fiesta 1.4 Duratorq EXI,Chennai,13,89327.0,Diesel,Manual,Third,17,1399,68.0,0.9360933591703348,Standard,0,0.0,0.04860614724803431
Honda,CR-V 2.4 MT,Chennai,12,98000.0,Petrol,Manual,Second,10,2354,152.0,1.7404661748405046,Standard,0,0.0,0.06457094307561598
Honda,Jazz 1.2 VX i VTEC,Kochi,2,24700.0,Petrol,Manual,First,18,1199,88.7,2.0881534822818573,Standard,0,0.0,0.07397831526271893
Mercedes-benz,GLS 350d Grand Edition,Delhi,1,6000.0,Diesel,Automatic,First,11,2987,258.0,4.382026634673881,Large,1,102.0,0.08637428858386341
Hyundai,Grand i10 1.2 Kappa Sportz,Delhi,1,9434.0,Petrol,Manual,First,18,1197,81.86,1.9095425048844386,Standard,1,6.71,0.0683876357560568
Maruti,Ritz VXi,Mumbai,7,29000.0,Petrol,Manual,First,18,1197,85.8,1.4469189829363254,Standard,0,0.0,0.07167919799498747
Volkswagen,Ameo 1.5 TDI Highline AT,Coimbatore,2,22440.0,Diesel,Automatic,First,22,1498,108.495,2.2915241456346207,Standard,0,0.0,0.07242656875834447
Honda,City i VTEC SV,Mumbai,4,73070.0,Petrol,Manual,First,17,1497,117.3,1.9315214116032138,Standard,0,0.0,0.0783567134268537
Honda,Jazz 1.2 S i VTEC,Kolkata,3,21771.0,Petrol,Manual,First,18,1199,88.7,1.7833912195575383,Standard,0,0.0,0.07397831526271893
Maruti,Swift Ldi BSIV,Delhi,5,62000.0,Diesel,Manual,First,17,1248,75.0,1.55814461804655,Standard,0,0.0,0.06009615384615385
Hyundai,Creta 1.6 CRDi AT SX Plus,Kochi,2,37024.0,Diesel,Automatic,First,17,1582,126.2,2.482403519569882,Standard,0,0.0,0.0797724399494311
Audi,A7 2011-2015 3.0 TDI Quattro,Kochi,5,60336.0,Diesel,Automatic,Second,14,2967,241.4,3.255786178888298,Standard,0,0.0,0.08136164475901585
Hyundai,EON D Lite Plus,Kolkata,5,26008.0,Petrol,Manual,First,21,814,55.2,1.0885619528146082,Standard,0,0.0,0.06781326781326781
Ford,Figo Diesel EXI,Jaipur,9,90000.0,Diesel,Manual,Second,20,1399,68.0,0.8754687373538999,Standard,0,0.0,0.04860614724803431
Volkswagen,Ameo 1.2 MPI Highline,Coimbatore,1,35569.0,Petrol,Manual,First,17,1198,73.75,2.1126345090356,Standard,1,8.68,0.061560934891485806
Renault,Scala Diesel RxL,Kolkata,6,40000.0,Diesel,Manual,First,21,1461,84.8,1.6094379124341003,Standard,0,0.0,0.05804243668720054
Honda,Jazz 1.2 V i VTEC,Kolkata,4,45000.0,Petrol,Manual,First,18,1199,88.7,1.749199854809259,Standard,0,0.0,0.07397831526271893
Hyundai,i20 1.2 Sportz,Delhi,4,42000.0,Petrol,Manual,First,17,1197,80.0,1.8082887711792655,Standard,0,0.0,0.06683375104427736
Audi,A4 3.0 TDI Quattro Premium,Coimbatore,7,46913.0,Diesel,Automatic,First,14,2967,241.4,2.839663087904102,Standard,0,0.0,0.08136164475901585
Mahindra,Ssangyong Rexton RX7,Delhi,5,62000.0,Diesel,Automatic,First,11,2696,184.0,2.446685436967803,Large,0,0.0,0.06824925816023739
Toyota,Fortuner 2.8 2WD AT,Ahmedabad,2,15000.0,Diesel,Automatic,First,12,2755,174.5,3.4339872044851463,Large,1,34.45,0.0633393829401089
Mercedes-benz,New C-Class 250 CDI Classic,Hyderabad,7,41367.0,Diesel,Automatic,First,15,2148,170.0,2.9699015135194693,Standard,0,0.0,0.07914338919925512
Maruti,Ciaz 1.4 Zeta,Kochi,1,15982.0,Petrol,Manual,First,20,1373,91.1,2.3942522815198695,Standard,0,0.0,0.0663510560815732
Maruti,Swift ZDi,Hyderabad,6,99595.0,Diesel,Manual,Second,22,1248,74.0,1.749199854809259,Standard,0,0.0,0.05929487179487179
Bmw,5 Series 2007-2010 525d Sedan,Delhi,7,49000.0,Diesel,Automatic,Second,16,2495,218.0,2.803360380906535,Standard,0,0.0,0.087374749498998
Other,Pajero 2.8 SFX BSIII Dual Tone,Kochi,6,48272.0,Diesel,Manual,First,10,2835,116.9,2.551006451492524,Large,0,0.0,0.04123456790123457
Toyota,Corolla H2,Delhi,11,63000.0,Petrol,Manual,First,13,1794,125.0,1.1151415906193203,Standard,0,0.0,0.06967670011148272
Maruti,Omni E MPI STD BS IV,Mumbai,6,11734.0,Petrol,Manual,First,16,796,34.2,1.1786549963416462,Large,0,0.0,0.04296482412060302
Audi,A6 2011-2015 2.0 TDI,Kochi,5,62012.0,Diesel,Automatic,First,17,1968,174.33,3.050220458838061,Standard,0,0.0,0.08858231707317074
Honda,Jazz 1.5 S i DTEC,Coimbatore,3,45449.0,Diesel,Manual,First,27,1498,98.6,2.1377104498038118,Standard,0,0.0,0.06582109479305741
Audi,A4 2.0 TDI,Kochi,6,45330.0,Diesel,Automatic,First,16,1968,147.51,2.6525374911719513,Standard,0,0.0,0.07495426829268292
Maruti,Swift Dzire VXI,Mumbai,7,88000.0,Petrol,Manual,First,19,1197,85.8,1.5789787049493917,Standard,0,0.0,0.07167919799498747
Maruti,Dzire VDI,Delhi,3,45376.0,Diesel,Manual,First,28,1248,73.75,1.9095425048844386,Standard,1,8.58,0.05909455128205128
Mahindra,XUV500 W8 4WD,Pune,5,81000.0,Diesel,Manual,First,15,2179,140.0,2.302585092994046,Large,0,0.0,0.06424965580541533
Chevrolet,Beat LT,Kochi,7,83381.0,Petrol,Manual,First,18,1199,79.4,1.1662709371419244,Standard,0,0.0,0.06622185154295246
Ford,EcoSport 1.5 Diesel Titanium Plus,Kochi,2,78526.0,Diesel,Manual,First,23,1498,98.96,2.2071749081893874,Standard,1,12.67,0.06606141522029373
Bmw,5 Series 2013-2017 530d M Sport,Coimbatore,2,27313.0,Diesel,Automatic,First,14,2993,258.0,3.9045954895993495,Standard,0,0.0,0.08620113598396258
Audi,Q5 30 TDI quattro Premium Plus,Coimbatore,4,42747.0,Diesel,Automatic,Second,14,1968,174.3,3.7005609588877744,Standard,0,0.0,0.08856707317073172
Bmw,X1 sDrive 20d xLine,Coimbatore,4,42265.0,Diesel,Automatic,Second,20,1995,190.0,3.1458749319837103,Standard,1,48.18,0.09523809523809523
Hyundai,i10 Magna AT,Mumbai,10,21000.0,Petrol,Automatic,First,19,1197,80.0,1.2809338454620642,Standard,0,0.0,0.06683375104427736
Hyundai,Creta 1.6 CRDi AT SX Plus,Ahmedabad,3,55100.0,Diesel,Automatic,First,17,1582,126.2,2.5649493574615367,Standard,0,0.0,0.0797724399494311
Audi,A4 2.0 TDI 177 Bhp Premium Plus,Chennai,5,70000.0,Diesel,Automatic,First,17,1968,174.33,2.9444389791664403,Standard,0,0.0,0.08858231707317074
Mercedes-benz,S Class 2005 2013 S 350 L,Mumbai,12,55000.0,Petrol,Automatic,Third,10,3498,364.9,2.39698576841553,Standard,0,0.0,0.10431675242995997
Hyundai,i10 Magna,Kolkata,7,58235.0,Petrol,Manual,First,20,1197,78.9,1.2383742310432684,Standard,0,0.0,0.06591478696741855
Ford,EcoSport 1.5 Diesel Titanium,Mumbai,2,26000.0,Diesel,Manual,First,23,1498,98.96,2.301584592660462,Standard,1,11.89,0.06606141522029373
Volkswagen,Vento Diesel Highline,Kolkata,8,35000.0,Diesel,Manual,First,20,1598,103.6,1.423108334242607,Standard,0,0.0,0.06483103879849812
Maruti,Dzire ZDI Plus,Jaipur,2,24000.0,Diesel,Manual,First,28,1248,73.75,2.2192034840549946,Standard,1,10.48,0.05909455128205128
Mahindra,Scorpio 1.99 S10,Ahmedabad,3,98000.0,Diesel,Manual,First,15,1997,120.0,2.5257286443082556,Large,0,0.0,0.06009013520280421
Hyundai,i20 Asta 1.4 CRDi,Coimbatore,3,44487.0,Diesel,Manual,First,22,1396,88.73,2.1162555148025524,Standard,0,0.0,0.06356017191977077
Maruti,Alto LXi,Chennai,11,65000.0,Petrol,Manual,First,19,796,46.3,0.9516578757114464,Standard,0,0.0,0.05816582914572864
Hyundai,i10 Magna,Delhi,4,34951.0,Petrol,Manual,Second,20,1197,78.9,1.423108334242607,Standard,0,0.0,0.06591478696741855
Mahindra,Scorpio S6 7 Seater,Kolkata,4,52373.0,Diesel,Manual,Second,15,2179,120.0,2.2512917986064953,Large,0,0.0,0.05507113354749885
Skoda,Fabia 1.2L Diesel Classic,Hyderabad,9,66285.0,Diesel,Manual,First,19,1199,75.0,1.3862943611198906,Standard,0,0.0,0.06255212677231026
Bmw,X5 xDrive 30d,Mumbai,7,66000.0,Diesel,Automatic,First,15,2993,258.0,3.091042453358316,Standard,0,0.0,0.08620113598396258
Honda,Jazz 1.5 S i DTEC,Hyderabad,3,43000.0,Diesel,Manual,First,27,1498,98.6,2.169053700369523,Standard,0,0.0,0.06582109479305741
Mercedes-benz,E-Class 2009-2013 E 220 CDI Avantgarde,Mumbai,6,45200.0,Diesel,Automatic,First,10,2148,170.0,3.1780538303479458,Standard,0,0.0,0.07914338919925512
Mahindra,XUV500 AT W10 FWD,Mumbai,3,41000.0,Diesel,Automatic,First,16,2179,140.0,2.691243082785829,Large,0,0.0,0.06424965580541533
Honda,City i VTEC CVT SV,Kochi,2,39430.0,Petrol,Automatic,First,18,1497,117.3,2.2289385528257473,Standard,0,0.0,0.0783567134268537
Maruti,Swift VDI,Coimbatore,5,83274.0,Diesel,Manual,First,22,1248,74.0,1.9154509415706047,Standard,0,0.0,0.05929487179487179
Mercedes-benz,New C-Class 220 CDI AT,Coimbatore,2,32324.0,Diesel,Automatic,First,14,2143,170.0,3.449987545831587,Standard,0,0.0,0.07932804479701354
Honda,City 1.5 S MT,Mumbai,8,49999.0,Petrol,Manual,First,17,1497,118.0,1.5686159179138452,Standard,0,0.0,0.0788243152972612
Tata,Sumo EX,Bangalore,5,66000.0,Diesel,Manual,First,15,2956,83.8,1.6956156086751528,Large,0,0.0,0.02834912043301759
Hyundai,i20 Magna,Delhi,7,54000.0,Petrol,Manual,First,18,1197,82.85,1.4586150226995167,Standard,0,0.0,0.06921470342522974
Other,Linea 1.3 Dynamic,Jaipur,10,80000.0,Diesel,Manual,Second,20,1248,91.2,1.0116009116784799,Standard,0,0.0,0.07307692307692308
Honda,Civic 2006-2010 1.8 V AT,Bangalore,8,72000.0,Petrol,Automatic,Second,12,1799,130.0,1.8718021769015913,Standard,0,0.0,0.07226236798221233
Hyundai,Creta 1.6 SX Plus Diesel,Pune,2,44865.0,Diesel,Manual,First,19,1582,126.2,2.66374994220563,Standard,0,0.0,0.0797724399494311
Audi,A3 35 TDI Technology,Delhi,2,22000.0,Diesel,Automatic,Second,20,1968,143.0,3.1570004211501135,Standard,0,0.0,0.07266260162601626
Hyundai,Verna VTVT 1.6 SX Option,Delhi,6,57478.0,Petrol,Manual,Second,17,1591,121.3,1.8325814637483102,Standard,1,13.59,0.07624135763670647
Hyundai,i20 1.4 CRDi Magna,Hyderabad,8,75000.0,Diesel,Manual,First,21,1396,90.0,1.55814461804655,Standard,0,0.0,0.06446991404011461
Honda,Mobilio S i DTEC,Kochi,4,50624.0,Diesel,Manual,First,24,1498,98.6,1.9906103279732201,Large,0,0.0,0.06582109479305741
Hyundai,Verna 1.6 SX CRDI (O) AT,Bangalore,1,75000.0,Diesel,Automatic,First,22,1582,126.32,2.169053700369523,Standard,0,0.0,0.07984829329962073
Ford,Fiesta 1.6 ZXI Duratec,Chennai,13,87000.0,Petrol,Manual,Second,15,1596,101.0,0.8628899551470398,Standard,0,0.0,0.06328320802005012
Hyundai,i10 Sportz 1.2,Mumbai,9,62000.0,Petrol,Manual,First,20,1197,78.9,1.1314021114911006,Standard,0,0.0,0.06591478696741855
Maruti,Vitara Brezza ZDi,Hyderabad,3,41372.0,Diesel,Manual,First,24,1248,88.5,2.33214389523559,Standard,1,11.02,0.07091346153846154
Toyota,Innova 2.5 VX (Diesel) 7 Seater,Ahmedabad,4,70000.0,Diesel,Manual,First,12,2494,100.6,2.5649493574615367,Large,0,0.0,0.04033680834001604
Mercedes-benz,GLA Class 200 d Sport,Pune,2,35000.0,Diesel,Automatic,First,17,2143,136.0,3.1986731175506815,Standard,1,41.94,0.06346243583761083
Maruti,Alto LXi BSIII,Hyderabad,13,71993.0,Petrol,Manual,First,19,796,46.3,1.0296194171811583,Standard,0,0.0,0.05816582914572864
Mercedes-benz,New C-Class C 220 CDI Elegance AT,Chennai,6,62000.0,Diesel,Automatic,Second,14,2143,170.0,2.6026896854443837,Standard,0,0.0,0.07932804479701354
Maruti,Swift LDI,Delhi,4,51000.0,Diesel,Manual,First,22,1248,74.0,1.747459210331475,Standard,0,0.0,0.05929487179487179
Hyundai,Grand i10 Sportz,Kochi,3,26038.0,Petrol,Manual,First,18,1197,82.0,1.860974538249528,Standard,0,0.0,0.06850459482038429
Toyota,Fortuner 4x4 AT,Kochi,1,37713.0,Diesel,Automatic,Second,12,2982,168.5,3.4849255971928677,Large,0,0.0,0.05650570087189805
Toyota,Innova 2.0 GX 8 STR,Kolkata,8,78088.0,Petrol,Manual,First,12,1998,132.0,1.9878743481543455,Large,0,0.0,0.06606606606606606
Ford,EcoSport 1.5 TDCi Titanium,Kochi,2,30453.0,Diesel,Manual,First,22,1498,98.59,2.2460147415056513,Standard,0,0.0,0.06581441922563418
Ford,Figo 1.2P Titanium MT,Pune,3,54000.0,Petrol,Manual,First,18,1196,86.8,1.791759469228055,Standard,0,0.0,0.0725752508361204
Toyota,Fortuner 3.0 Diesel,Chennai,8,170000.0,Diesel,Manual,First,11,2982,171.0,2.6390573296152584,Large,0,0.0,0.05734406438631791
Maruti,Swift Dzire VXI,Hyderabad,7,65097.0,Petrol,Manual,First,19,1197,85.8,1.7404661748405046,Standard,0,0.0,0.07167919799498747
Bmw,7 Series 740Li,Coimbatore,1,28060.0,Petrol,Automatic,First,12,2979,320.0,4.5503971601407995,Standard,0,0.0,0.10741859684457872
Skoda,Superb 1.8 TSI MT,Pune,7,170000.0,Petrol,Manual,First,13,1798,160.0,1.4586150226995167,Standard,0,0.0,0.08898776418242492
Maruti,Wagon R LXI Minor,Jaipur,10,111000.0,Petrol,Manual,Second,18,1061,67.0,0.9202827531436926,Standard,0,0.0,0.06314797360980208
