Brand,Model,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price
Honda,Amaze,Chennai,3,15388.0,Diesel,Manual,First,25.8,1498,98.6,5,2.1400661634962708
Audi,Q5,Hyderabad,3,43000.0,Diesel,Automatic,First,14.16,1968,174.3,5,3.7013019741124933
Maruti,Ritz,Hyderabad,7,85112.0,Diesel,Manual,First,23.2,1248,73.94,5,1.47932922708708
Mahindra,Scorpio,Kochi,1,37804.0,Diesel,Manual,First,15.4,2179,120.0,7,2.5952547069568657
Maruti,Ciaz,Chennai,5,45000.0,Diesel,Manual,First,28.09,1248,88.5,5,2.060513531794317
Toyota,Corolla,Pune,8,116000.0,Diesel,Manual,Second,21.43,1364,138.0,5,1.9095425048844383
Tata,Indica,Chennai,4,100073.0,Diesel,Manual,Second,25.0,1396,69.0,5,1.0986122886681096
Maruti,Other,Jaipur,13,165000.0,Petrol,Manual,First,16.1,796,37.0,4,0.6418538861723948
Volkswagen,Polo,Kolkata,4,22000.0,Petrol,Manual,First,16.47,1198,74.0,5,1.5686159179138452
Hyundai,Elantra,Delhi,2,9500.0,Petrol,Automatic,First,14.62,1999,149.92,5,2.8535925063928684
Toyota,Fortuner,Hyderabad,7,152000.0,Diesel,Automatic,First,11.5,2982,169.0,7,2.8622008809294686
Maruti,Baleno,Coimbatore,0,17705.0,Petrol,Manual,First,21.4,1197,83.1,5,2.272125885509337
Maruti,Baleno,Mumbai,3,12000.0,Petrol,Manual,First,21.4,1197,83.1,5,1.9600947840472698
Other_Luxury,Cooper,Hyderabad,6,51000.0,Diesel,Automatic,First,23.8,1998,112.0,5,3.1328821117012247
Mercedes-Benz,S,Chennai,10,42000.0,Diesel,Automatic,Second,13.0,2987,210.0,5,3.1354942159291497
Maruti,Alto,Delhi,4,51000.0,Petrol,Manual,First,20.92,998,67.1,5,1.2947271675944
Maruti,Swift,Kochi,2,42527.0,Petrol,Manual,First,20.4,1197,81.8,5,1.8357763546448291
Chevrolet,Other,Kolkata,5,45000.0,Diesel,Manual,First,22.1,1248,74.0,5,1.247032293786383
Toyota,Innova,Kolkata,8,70000.0,Diesel,Manual,First,12.8,2494,102.0,8,1.9459101490553132
Toyota,Fortuner,Mumbai,10,92000.0,Diesel,Manual,First,11.5,2982,171.0,7,2.2925347571405443
BMW,3,Hyderabad,7,57156.0,Diesel,Automatic,Second,18.88,1995,184.0,5,2.9444389791664403
Skoda,Octavia,Coimbatore,3,53211.0,Petrol,Manual,First,16.8,1395,138.02,5,2.5368663887187113
Toyota,Fortuner,Kolkata,0,80000.0,Diesel,Manual,First,11.5,2982,171.0,7,2.301584592660462
Volkswagen,Jetta,Bangalore,10,74000.0,Diesel,Automatic,First,15.5,1896,105.0,5,1.8325814637483102
Hyundai,i20,Kolkata,8,37000.0,Diesel,Manual,First,23.0,1396,90.0,5,1.3737155789130306
Tata,Manza,Mumbai,6,64000.0,Diesel,Manual,Second,21.02,1248,88.76,5,1.2947271675944
Volkswagen,Vento,Pune,6,57197.0,Petrol,Manual,First,15.04,1598,103.6,5,1.6094379124341003
Hyundai,Creta,Chennai,3,55000.0,Diesel,Automatic,First,17.6,1582,126.2,5,2.6026896854443837
Maruti,Ritz,Mumbai,5,33000.0,Petrol,Manual,First,21.1,1197,85.8,5,1.4469189829363254
Honda,CR-V,Delhi,11,70000.0,Petrol,Manual,First,13.1,1997,141.1,5,1.6094379124341003
Mahindra,XUV500,Delhi,7,75000.0,Diesel,Manual,Second,15.1,2179,140.0,7,1.9810014688665833
Volkswagen,Ameo,Jaipur,3,58095.0,Diesel,Manual,First,21.66,1498,108.62,5,1.916922612182061
Tata,Zest,Kolkata,4,7445.0,Petrol,Manual,First,17.57,1193,88.7,5,1.791759469228055
Other_Luxury,Other,Kochi,3,17652.0,Diesel,Automatic,First,12.9,2993,270.88,5,4.089834406744215
Toyota,Corolla,Kochi,1,28321.0,Petrol,Automatic,First,14.28,1798,138.03,5,2.9172300453990334
Maruti,A-Star,Pune,8,69000.0,Petrol,Manual,Second,19.0,998,66.1,5,1.0818051703517284
Honda,Accord,Mumbai,12,80000.0,Petrol,Automatic,First,11.1,2354,142.0,5,1.3862943611198906
Hyundai,i20,Delhi,5,42365.0,Petrol,Manual,First,17.0,1197,80.0,5,1.8718021769015913
Toyota,Fortuner,Delhi,6,123000.0,Diesel,Automatic,First,12.55,2982,168.5,7,2.8622008809294686
Mercedes-Benz,New,Mumbai,8,40000.0,Petrol,Automatic,Second,11.74,1796,186.0,5,2.740840023925201
Maruti,Baleno,Hyderabad,3,30112.0,Diesel,Manual,First,27.39,1248,74.0,5,2.1736147116970854
Maruti,Ertiga,Kochi,2,43775.0,Diesel,Manual,First,20.77,1248,88.76,7,2.2267833795777636
Other_Luxury,Rover,Kochi,0,26013.0,Diesel,Automatic,First,12.65,2993,255.0,5,4.585681509404229
Chevrolet,Optra,Mumbai,7,56000.0,Petrol,Manual,First,12.9,1598,102.5,5,1.1474024528375417
Honda,Civic,Hyderabad,11,95000.0,Petrol,Automatic,Second,12.9,1799,130.0,5,1.3862943611198906
BMW,X3,Coimbatore,5,41089.0,Diesel,Automatic,First,16.09,1995,184.0,5,3.394172766725191
Skoda,Laura,Mumbai,8,41988.0,Diesel,Automatic,First,20.0,1968,138.1,5,1.864080130807681
Maruti,Swift,Delhi,6,72486.0,Diesel,Manual,First,23.4,1248,74.0,5,1.599387576580599
Other_Luxury,Other,Pune,6,92000.0,Diesel,Automatic,First,23.3,1984,150.0,5,2.833213344056216
Maruti,Swift,Delhi,6,40000.0,Petrol,Manual,First,17.5,1298,85.8,5,1.6582280766035324
Other_Luxury,Rover,Bangalore,5,56000.0,Diesel,Automatic,First,12.7,2179,187.7,5,3.56953269648137
Honda,Accord,Mumbai,11,125000.0,Petrol,Automatic,Third,11.7,2354,177.6,5,1.2809338454620645
Toyota,Innova,Kochi,2,29219.0,Diesel,Manual,First,12.99,2494,100.6,8,2.6727683869575705
Toyota,Fortuner,Hyderabad,1,39927.0,Diesel,Manual,First,12.55,2982,168.5,7,3.4995332823830174
Honda,Jazz,Kochi,1,38593.0,Petrol,Manual,First,18.7,1199,88.7,5,1.969905654611529
Honda,City,Kolkata,4,32000.0,Petrol,Manual,First,17.0,1497,118.0,5,1.8718021769015913
Maruti,Dzire,Hyderabad,2,28226.0,Diesel,Automatic,First,28.4,1248,73.75,5,2.3174737054877963
Nissan,Sunny,Pune,5,95000.0,Diesel,Manual,First,21.64,1461,84.8,5,1.7047480922384253
Toyota,Innova,Chennai,5,170000.0,Diesel,Manual,First,12.99,2494,100.6,8,2.4423470353692043
Honda,Brio,Coimbatore,3,14821.0,Petrol,Manual,First,19.4,1198,86.8,5,1.851599469584072
Volkswagen,Vento,Bangalore,7,52000.0,Petrol,Manual,First,15.04,1598,103.6,5,1.864080130807681
Mahindra,XUV500,Mumbai,3,33000.0,Diesel,Manual,First,16.0,2179,140.0,7,2.327277705584417
Ford,EcoSport,Chennai,3,29200.0,Diesel,Manual,First,23.0,1498,98.96,5,2.1633230256605382
Skoda,Other,Hyderabad,7,99754.0,Diesel,Manual,First,17.72,1968,108.49,5,2.196112848483529
Hyundai,i10,Chennai,7,49000.0,Petrol,Manual,First,20.36,1197,78.9,5,1.3862943611198906
Toyota,Innova,Hyderabad,14,170000.0,Diesel,Manual,First,12.8,2494,102.0,8,1.6094379124341003
Tata,Zest,Coimbatore,1,38310.0,Diesel,Manual,First,20.65,1248,88.7,5,2.0399207835175526
Maruti,Swift,Delhi,5,56000.0,Diesel,Manual,First,22.9,1248,74.0,5,1.6582280766035324
Skoda,Rapid,Kolkata,2,31300.0,Diesel,Automatic,First,21.72,1498,108.4,5,2.4423470353692043
Toyota,Innova,Coimbatore,0,11241.0,Diesel,Manual,First,13.68,2393,147.8,8,3.159125820462427
Hyundai,Verna,Pune,5,48000.0,Petrol,Manual,Second,17.01,1591,121.3,5,1.8245492920510458
Honda,City,Coimbatore,0,23882.0,Petrol,Manual,First,17.4,1497,117.3,5,2.554899021608035
Honda,City,Hyderabad,5,65000.0,Diesel,Manual,First,26.0,1498,98.6,5,2.0781907597781832
Volkswagen,Vento,Jaipur,8,50000.0,Diesel,Manual,First,20.54,1598,103.6,5,1.791759469228055
Audi,Q5,Chennai,5,25000.0,Diesel,Automatic,First,12.19,2967,236.0,5,3.8066624897703196
Maruti,Alto,Chennai,4,21000.0,Petrol,Manual,First,22.74,796,47.3,5,1.332366019094335
Tata,Manza,Pune,7,148000.0,Diesel,Manual,Second,21.12,1248,88.8,5,1.3609765531356006
Hyundai,Creta,Delhi,3,68000.0,Petrol,Manual,First,15.29,1591,121.3,5,2.3841650799864684
Mercedes-Benz,GL-Class,Bangalore,5,52000.0,Diesel,Automatic,First,12.0,2987,224.0,7,3.912023005428146
Mahindra,Other,Jaipur,3,19000.0,Diesel,Manual,First,16.55,2498,105.0,6,2.327277705584417
Hyundai,Verna,Mumbai,8,74000.0,Diesel,Manual,Second,22.32,1582,126.3,5,1.55814461804655
Ford,Other,Coimbatore,2,30279.0,Diesel,Manual,First,26.1,1498,99.0,5,2.115049969147204
Other_Luxury,Cooper,Mumbai,3,20000.0,Diesel,Automatic,First,20.7,1496,113.98,4,3.1986731175506815
Maruti,Omni,Hyderabad,6,34834.0,Petrol,Manual,First,14.0,796,35.0,5,1.2809338454620645
Mahindra,Other,Pune,4,90000.0,Diesel,Manual,Second,21.03,1461,65.0,5,1.410986973710262
Mercedes-Benz,E-Class,Coimbatore,3,38730.0,Diesel,Automatic,First,14.21,2143,203.0,5,3.4333418349887226
Renault,Duster,Kochi,3,57390.0,Diesel,Manual,First,19.01,1461,108.45,5,2.0451088625993306
Maruti,Swift,Kolkata,3,100000.0,Diesel,Manual,First,23.4,1248,74.0,5,1.5040773967762742
Volkswagen,Polo,Kolkata,8,50000.0,Petrol,Manual,First,16.47,1198,73.9,5,1.208960345836975
Mahindra,XUV500,Coimbatore,2,64961.0,Diesel,Manual,First,16.0,2179,140.0,7,2.8408313123360287
Volkswagen,Polo,Coimbatore,5,72465.0,Petrol,Manual,First,16.47,1198,74.0,5,1.9315214116032138
Maruti,Ritz,Hyderabad,7,68776.0,Petrol,Manual,First,21.1,1197,85.8,5,1.589235205116581
Chevrolet,Optra,Pune,14,150000.0,Petrol,Manual,First,14.7,1598,97.7,5,0.9162907318741551
Toyota,Innova,Delhi,7,68000.0,Diesel,Manual,First,12.8,2494,102.0,7,2.0731719286662407
Honda,City,Delhi,4,33000.0,Diesel,Manual,First,26.0,1498,98.6,5,2.0794415416798357
Volkswagen,Ameo,Coimbatore,2,22389.0,Petrol,Manual,First,17.0,1198,73.75,5,2.1077860146889784
Maruti,SX4,Mumbai,7,90000.0,Diesel,Manual,First,21.5,1248,88.8,5,1.5706970841176697
Maruti,Swift,Chennai,7,42000.0,Petrol,Manual,Third,18.6,1197,85.8,5,1.7047480922384253
Hyundai,Creta,Pune,2,38767.0,Diesel,Manual,First,19.67,1582,126.2,5,2.6100697927420065
Audi,Q7,Bangalore,4,21000.0,Diesel,Automatic,First,12.07,2967,241.4,7,3.8918202981106265
Maruti,Alto,Coimbatore,9,59136.0,Petrol,Manual,First,19.7,796,46.3,5,1.3762440252663892
Honda,Amaze,Kolkata,5,36000.0,Diesel,Manual,First,25.8,1498,98.6,5,1.4469189829363254
Volkswagen,Other,Chennai,8,95000.0,Diesel,Automatic,Second,18.33,1968,167.7,5,2.2512917986064953
Hyundai,Elantra,Mumbai,6,51000.0,Diesel,Automatic,First,19.5,1582,126.24,5,2.277267285009756
Maruti,Wagon,Kochi,8,36411.0,Petrol,Manual,First,18.9,998,67.1,5,1.4060969884160703
Other_Luxury,Rover,Mumbai,2,40000.0,Diesel,Automatic,First,12.81,1999,148.31,7,3.7495040759303713
Honda,City,Pune,3,27300.0,Petrol,Manual,First,17.8,1497,117.3,5,2.0794415416798357
Mercedes-Benz,New,Kochi,8,29813.0,Petrol,Automatic,Second,14.74,1991,181.03,5,2.5257286443082556
Maruti,Wagon,Pune,8,71000.0,Petrol,Manual,First,20.51,998,67.04,5,1.2809338454620645
Hyundai,Verna,Kolkata,5,32000.0,Diesel,Manual,First,22.32,1582,126.3,5,1.667706820558076
Volkswagen,Other,Jaipur,2,50510.0,Diesel,Automatic,First,17.06,1968,141.0,5,3.254242968705492
BMW,X1,Pune,8,102000.0,Diesel,Automatic,First,15.06,1995,177.0,5,2.691243082785829
Hyundai,Grand,Kolkata,5,42277.0,Diesel,Manual,First,24.0,1186,73.97,5,1.578978704949392
Mercedes-Benz,E-Class,Mumbai,5,46000.0,Diesel,Automatic,First,13.0,2143,201.1,5,3.188416617383492
Mahindra,Bolero,Chennai,7,35000.0,Diesel,Manual,First,13.6,2523,97.7,7,2.0794415416798357
Hyundai,Grand,Bangalore,4,50000.0,Petrol,Manual,First,18.9,1197,82.0,5,1.9095425048844383
Hyundai,i10,Mumbai,11,62000.0,Petrol,Manual,Second,20.36,1197,78.9,5,0.9745596399981308
Volkswagen,Jetta,Mumbai,7,78000.0,Diesel,Manual,First,19.33,1968,138.1,5,2.0149030205422647
Skoda,Other,Chennai,8,79000.0,Diesel,Manual,First,17.67,1968,138.08,5,2.1400661634962708
Audi,Q7,Kochi,0,6773.0,Diesel,Automatic,First,14.75,2967,245.0,7,4.303253953508486
Toyota,Fortuner,Chennai,9,135000.0,Diesel,Manual,Second,11.5,2982,171.0,7,2.4849066497880004
Maruti,Wagon,Kochi,6,36716.0,Petrol,Manual,First,18.9,1061,67.0,5,1.3912819026309298
Hyundai,EON,Coimbatore,6,65060.0,Petrol,Manual,First,21.1,814,55.2,5,1.463255402256019
Honda,Brio,Delhi,6,33000.0,Petrol,Manual,First,19.4,1198,86.8,5,1.4445632692438664
Maruti,Alto,Kolkata,4,11110.0,Petrol,Manual,First,22.74,796,47.3,5,1.208960345836975
Mahindra,Bolero,Jaipur,6,63000.0,Diesel,Manual,First,15.96,2523,62.1,7,1.8718021769015913
Honda,City,Mumbai,4,27030.0,Petrol,Manual,First,17.8,1497,117.3,5,2.0476928433652555
Skoda,Rapid,Mumbai,4,19600.0,Petrol,Manual,First,15.0,1598,103.52,5,1.9671123567059163
Maruti,Swift,Pune,3,27755.0,Petrol,Manual,First,22.0,1197,81.8,5,1.864080130807681
Hyundai,EON,Hyderabad,6,20000.0,Petrol,Manual,Second,21.1,814,55.2,5,1.1939224684724346
Maruti,Swift,Kochi,4,24782.0,Petrol,Manual,First,20.85,1197,83.14,5,1.9754689512968577
Nissan,Micra,Coimbatore,5,47303.0,Petrol,Automatic,First,19.34,1198,76.0,5,1.8261608959453874
Audi,Q7,Delhi,11,71000.0,Petrol,Automatic,First,8.3,4134,250.0,7,2.5641798306825083
Maruti,Swift,Pune,9,135000.0,Diesel,Manual,First,17.8,1248,75.0,5,1.410986973710262
Tata,Other,Jaipur,2,1000.0,Diesel,Manual,First,13.49,2179,138.03,5,2.1400661634962708
Volkswagen,Polo,Kolkata,3,29000.0,Diesel,Manual,First,20.14,1498,88.8,5,1.6094379124341003
Honda,City,Kochi,3,36367.0,Petrol,Manual,First,17.8,1497,117.3,5,2.166765369851511
Honda,City,Bangalore,4,38000.0,Petrol,Manual,First,17.4,1497,117.3,5,2.174751721484161
Maruti,Other,Hyderabad,8,83969.0,Petrol,Manual,First,16.1,796,37.0,4,0.832909122935104
Volkswagen,Polo,Jaipur,5,82621.0,Diesel,Manual,First,20.14,1498,88.8,5,1.6900958154515549
Chevrolet,Other,Pune,10,89000.0,Diesel,Automatic,First,12.5,1991,147.9,7,1.6094379124341003
Mahindra,XUV500,Kolkata,3,54000.0,Diesel,Manual,First,16.0,2179,140.0,7,2.639057329615259
Honda,Amaze,Kochi,4,61691.0,Diesel,Manual,First,25.8,1498,98.6,5,1.8531680973566984
Hyundai,i20,Chennai,8,32200.0,Petrol,Manual,Second,17.0,1197,80.0,5,1.4469189829363254
Maruti,Wagon,Jaipur,3,68630.0,Petrol,Automatic,First,20.51,998,67.0,5,1.5830939370944985
Volkswagen,Jetta,Mumbai,5,61000.0,Diesel,Automatic,Second,16.96,1968,138.03,5,2.224623551524334
Maruti,Ciaz,Mumbai,1,32644.0,Petrol,Manual,First,20.73,1373,91.1,5,2.330200260027019
Mahindra,Scorpio,Delhi,7,85000.0,Diesel,Automatic,First,11.79,2179,120.0,7,1.9810014688665833
Chevrolet,Aveo,Mumbai,11,75000.0,Petrol,Manual,Second,15.26,1150,74.9,5,0.7654678421395714
Maruti,Ciaz,Kochi,3,40347.0,Petrol,Manual,First,20.73,1373,91.2,5,2.174751721484161
Hyundai,i20,Hyderabad,7,60788.0,Diesel,Manual,First,23.0,1396,90.0,5,1.7047480922384253
Honda,Jazz,Kochi,1,18664.0,Petrol,Manual,First,18.7,1199,88.7,5,2.1471001901536506
Mahindra,XUV500,Coimbatore,2,57847.0,Diesel,Manual,First,16.0,2179,140.0,7,2.837908188360424
Hyundai,i20,Bangalore,7,52237.0,Petrol,Manual,First,17.0,1197,80.0,5,1.7047480922384253
Hyundai,Verna,Chennai,7,128000.0,Diesel,Manual,First,22.32,1582,126.32,5,1.791759469228055
Hyundai,i10,Delhi,8,54000.0,Petrol,Manual,First,19.81,1086,68.05,5,1.1631508098056809
Maruti,Celerio,Bangalore,5,49800.0,Petrol,Automatic,First,23.1,998,67.04,5,1.6094379124341003
Skoda,Fabia,Kolkata,7,98000.0,Diesel,Manual,First,20.86,1199,73.9,5,1.2556160374777745
Maruti,Swift,Delhi,4,60095.0,Diesel,Manual,First,25.2,1248,74.0,5,1.749199854809259
Hyundai,i10,Pune,11,68000.0,Petrol,Manual,Second,16.0,1086,66.7,5,1.0986122886681096
Hyundai,i10,Jaipur,9,81402.0,Petrol,Manual,Second,20.36,1197,78.9,5,1.1314021114911006
Ford,Ecosport,Mumbai,6,38000.0,Petrol,Automatic,First,16.5,1499,110.0,5,1.9810014688665833
Mercedes-Benz,E-Class,Kochi,8,92239.0,Diesel,Automatic,Second,11.5,2987,210.0,5,2.451005098112319
Maruti,Swift,Ahmedabad,2,49224.0,Diesel,Manual,First,25.2,1248,74.0,5,1.9459101490553132
Maruti,Swift,Pune,9,54898.0,Petrol,Manual,Third,16.1,1298,88.2,5,1.252762968495368
Hyundai,Creta,Mumbai,1,2500.0,Petrol,Manual,First,15.29,1591,121.3,5,2.6210388241125804
BMW,X1,Kochi,2,32838.0,Diesel,Automatic,First,17.05,1995,190.0,5,3.443298557680791
Ford,Ikon,Hyderabad,13,27076.0,Petrol,Manual,First,13.8,1299,70.0,5,0.9555114450274365
Ford,Ecosport,Kochi,2,75445.0,Diesel,Manual,First,22.7,1498,89.84,5,2.1447610078004784
Maruti,Ciaz,Kochi,4,46601.0,Petrol,Manual,First,20.73,1373,91.1,5,2.0592388343623163
Volkswagen,Other,Kolkata,7,72000.0,Diesel,Automatic,First,18.33,1968,167.7,5,1.9459101490553132
Honda,Jazz,Pune,2,27000.0,Diesel,Manual,First,27.3,1498,98.6,5,2.1972245773362196
Audi,A4,Coimbatore,3,68193.0,Diesel,Automatic,First,17.11,1968,174.33,5,3.2480462021679806
Hyundai,Grand,Kochi,2,34429.0,Diesel,Manual,First,24.0,1120,70.0,5,1.8718021769015913
Mercedes-Benz,GL-Class,Delhi,6,46000.0,Diesel,Automatic,First,12.0,2987,224.0,7,3.6109179126442243
Toyota,Innova,Coimbatore,6,80544.0,Diesel,Manual,First,12.99,2494,100.6,7,2.548663615590751
Nissan,Sunny,Jaipur,8,42000.0,Petrol,Manual,Second,16.95,1498,97.7,5,1.3862943611198906
Skoda,Laura,Bangalore,8,94821.0,Diesel,Automatic,Second,20.0,1968,138.1,5,2.0476928433652555
Chevrolet,Aveo,Jaipur,13,100000.0,Petrol,Manual,First,14.49,1399,92.7,5,0.8754687373538999
Honda,Mobilio,Mumbai,5,57000.0,Diesel,Manual,First,24.2,1498,98.6,7,1.9095425048844383
Maruti,Ritz,Hyderabad,9,79894.0,Diesel,Manual,First,21.1,1248,73.9,5,1.4816045409242156
Volkswagen,Polo,Coimbatore,8,44748.0,Petrol,Manual,Second,16.47,1198,73.9,5,1.7732559976634952
Nissan,Terrano,Mumbai,6,31000.0,Petrol,Manual,First,13.24,1598,102.5,5,1.7833912195575383
Maruti,A-Star,Coimbatore,6,60587.0,Petrol,Automatic,Second,16.98,998,66.1,5,1.501852701754163
Toyota,Etios,Pune,8,32000.0,Diesel,Manual,First,23.59,1364,97.7,5,1.578978704949392
Honda,City,Pune,5,43772.0,Petrol,Manual,First,17.0,1497,118.0,5,1.9947003132247452
Hyundai,Grand,Coimbatore,2,23576.0,Petrol,Automatic,First,18.9,1197,82.0,5,2.089391872533004
Other_Luxury,Other,Hyderabad,2,4000.0,Diesel,Automatic,First,13.6,1999,177.0,5,3.6635616461296463
Mahindra,Scorpio,Kolkata,7,62000.0,Diesel,Manual,First,12.05,2179,120.0,8,1.9810014688665833
Mercedes-Benz,New,Mumbai,8,36000.0,Petrol,Automatic,First,11.74,1796,186.0,5,2.4114394979061275
Skoda,Superb,Delhi,5,80000.0,Petrol,Automatic,First,13.7,1798,157.75,5,2.463853240590168
Chevrolet,Cruze,Pune,7,137008.0,Diesel,Automatic,First,18.1,1991,147.9,4,1.7316555451583495
Mahindra,Scorpio,Delhi,9,61001.0,Diesel,Manual,First,12.05,2179,120.0,8,1.749199854809259
Hyundai,Verna,Coimbatore,4,52191.0,Petrol,Manual,First,17.1,1591,121.3,5,2.172476407647025
Hyundai,i20,Hyderabad,3,77076.0,Diesel,Manual,First,23.0,1396,90.0,5,2.0476928433652555
Honda,City,Hyderabad,11,56000.0,Petrol,Automatic,First,16.4,1497,78.0,5,1.3837912309017721
Hyundai,i10,Kolkata,6,21000.0,Petrol,Manual,First,20.36,1197,78.9,5,1.208960345836975
Honda,Amaze,Delhi,6,89429.0,Diesel,Manual,First,25.8,1498,98.6,5,1.536867219599265
Maruti,Wagon,Delhi,7,45631.0,Petrol,Manual,Second,22.5,998,67.04,5,1.3190856114264407
Honda,Brio,Jaipur,6,53959.0,Petrol,Manual,First,19.4,1198,86.8,5,1.5040773967762742
Hyundai,i20,Kochi,5,55804.0,Petrol,Manual,First,17.0,1197,80.0,5,1.7509374747077997
Volkswagen,Vento,Kochi,3,25899.0,Petrol,Manual,First,15.04,1598,103.2,5,1.9740810260220096
Skoda,Octavia,Pune,11,82000.0,Diesel,Manual,Second,18.7,1896,66.0,5,1.208960345836975
Mercedes-Benz,E-Class,Mumbai,5,52000.0,Diesel,Automatic,First,13.0,2143,204.0,5,3.2386784521643803
Renault,Duster,Pune,6,20000.0,Petrol,Manual,First,13.24,1598,102.57,5,1.9459101490553132
Hyundai,EON,Hyderabad,2,31829.0,Petrol,Manual,First,21.1,814,55.2,5,1.536867219599265
Maruti,Swift,Coimbatore,3,18094.0,Petrol,Manual,Second,18.6,1197,85.8,5,1.9823798288367047
Nissan,Micra,Jaipur,8,80000.0,Diesel,Manual,Second,19.5,1461,97.7,5,1.1314021114911006
Audi,Q5,Mumbai,4,11964.0,Diesel,Automatic,First,13.22,2967,241.4,5,3.5248888540047054
Hyundai,i20,Coimbatore,1,22684.0,Petrol,Manual,First,18.6,1197,81.83,5,2.174751721484161
Honda,Brio,Bangalore,5,43521.0,Petrol,Manual,First,19.4,1198,86.8,5,1.6582280766035324
Maruti,Swift,Kochi,5,49386.0,Petrol,Manual,First,17.5,1298,85.8,5,1.7681496035889213
Hyundai,Grand,Delhi,2,12248.0,Petrol,Manual,First,18.9,1197,81.86,5,1.7749523509116738
Mahindra,Xylo,Coimbatore,5,67771.0,Diesel,Manual,First,11.68,2498,112.0,8,2.086913556518537
Volkswagen,Polo,Delhi,4,60007.0,Petrol,Automatic,First,17.21,1798,189.0,4,1.7047480922384253
Maruti,Alto,Coimbatore,8,48624.0,Petrol,Manual,First,24.07,998,67.1,5,1.4398351280479205
Volkswagen,Polo,Kolkata,5,30000.0,Diesel,Manual,First,22.07,1199,73.9,5,1.4469189829363254
Hyundai,Grand,Delhi,3,81605.0,Petrol,Manual,First,18.9,1197,82.0,5,1.7101878155342436
Mercedes-Benz,New,Coimbatore,2,32642.0,Diesel,Automatic,First,14.84,2143,170.0,5,3.5773890780805733
Hyundai,Verna,Pune,5,34200.0,Petrol,Automatic,First,15.74,1591,121.3,5,2.0149030205422647
Other,Other,Chennai,9,72204.0,Petrol,Manual,First,15.7,1172,67.0,5,1.1786549963416462
Toyota,Innova,Pune,8,156347.0,Diesel,Manual,Second,12.99,2494,100.0,8,2.1972245773362196
Mahindra,Other,Kochi,2,47357.0,Diesel,Automatic,First,18.49,1493,100.0,7,2.2375130962503307
Volkswagen,Polo,Coimbatore,4,61738.0,Diesel,Manual,First,20.14,1498,88.8,5,1.8547342683894434
BMW,5,Kochi,1,32586.0,Diesel,Automatic,First,22.48,1995,190.0,5,3.6454498961866
Mercedes-Benz,GLE,Coimbatore,1,40129.0,Diesel,Automatic,First,11.57,2987,254.79,5,4.273884476054178
Mercedes-Benz,M-Class,Mumbai,7,51000.0,Diesel,Automatic,First,11.74,2987,254.8,5,3.1463051320333655
Hyundai,Grand,Kochi,1,10393.0,Petrol,Manual,First,18.9,1197,81.86,5,1.9501867058225737
Skoda,Superb,Mumbai,8,46000.0,Petrol,Automatic,First,13.7,1798,157.75,5,1.7749523509116738
Hyundai,i10,Chennai,6,21000.0,Petrol,Automatic,First,16.95,1197,78.9,5,1.601405740736836
Hyundai,i20,Hyderabad,8,113562.0,Diesel,Manual,First,23.0,1396,90.0,5,1.7227665977411035
Mahindra,Scorpio,Mumbai,8,100010.0,Diesel,Manual,Second,12.05,2179,120.0,8,1.8718021769015913
Honda,Brio,Mumbai,6,63107.0,Petrol,Manual,First,19.4,1198,86.8,5,1.4469189829363254
Hyundai,i20,Jaipur,2,58500.0,Petrol,Manual,First,18.6,1197,81.83,5,1.9810014688665833
Ford,Endeavour,Pune,12,90000.0,Diesel,Manual,Third,10.9,2499,143.0,7,1.3862943611198906
Hyundai,Verna,Chennai,8,108242.0,Diesel,Manual,First,16.8,1493,110.0,5,1.6582280766035324
Toyota,Fortuner,Pune,8,146300.0,Diesel,Manual,First,11.5,2982,171.0,7,2.583997552432231
BMW,X1,Pune,8,62943.0,Diesel,Automatic,Second,17.05,1995,184.0,5,2.4807312783775197
Toyota,Fortuner,Delhi,6,65000.0,Diesel,Automatic,First,12.55,2982,168.5,7,2.8622008809294686
Honda,Amaze,Pune,1,1700.0,Petrol,Automatic,First,19.0,1199,88.76,5,2.174751721484161
Hyundai,i10,Kochi,6,34697.0,Petrol,Manual,First,19.81,1086,68.05,5,1.547562508716013
Hyundai,i20,Hyderabad,7,58000.0,Petrol,Manual,First,17.0,1197,80.0,5,1.6094379124341003
BMW,3,Mumbai,4,32500.0,Diesel,Automatic,First,19.59,1995,187.74,5,3.3232358401924436
Audi,Q3,Coimbatore,3,58661.0,Diesel,Automatic,First,15.17,1968,181.0,5,3.3683297780365384
Maruti,Swift,Kochi,2,37124.0,Petrol,Manual,First,20.4,1197,81.8,5,1.8625285401162623
Maruti,Baleno,Delhi,2,44000.0,Petrol,Automatic,First,21.4,1197,83.1,5,1.9740810260220096
Hyundai,Accent,Kolkata,14,45200.0,Petrol,Manual,First,13.2,1495,94.0,5,0.6418538861723948
Maruti,Ritz,Mumbai,3,11000.0,Petrol,Manual,First,18.5,1197,85.8,5,1.599387576580599
Ford,Figo,Ahmedabad,7,55005.0,Diesel,Manual,First,20.0,1399,68.0,5,1.3217558399823195
Volkswagen,Other,Hyderabad,8,81650.0,Diesel,Automatic,First,18.33,1968,167.7,5,2.1400661634962708
Other,Linea,Chennai,9,160000.0,Diesel,Manual,Second,19.0,1248,93.0,5,1.252762968495368
