Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand_Category
Skoda,Kolkata,2,31300.0,Diesel,Automatic,First,21,1498,108.4,5,2.4423470353692043,Executive
Toyota,Coimbatore,0,11241.0,Diesel,Manual,First,13,2393,147.8,8,3.159125820462427,Executive
Hyundai,Pune,5,48000.0,Petrol,Manual,Second,17,1591,121.3,5,1.824549292051046,Mass-Market
Honda,Coimbatore,0,23882.0,Petrol,Manual,First,17,1497,117.3,5,2.554899021608035,Executive
Honda,Hyderabad,5,65000.0,Diesel,Manual,First,26,1498,98.6,5,2.0781907597781832,Executive
Volkswagen,Jaipur,8,50000.0,Diesel,Manual,First,20,1598,103.6,5,1.791759469228055,Executive
Audi,Chennai,5,25000.0,Diesel,Automatic,First,12,2967,236.0,5,3.8066624897703196,Luxury
Maruti,Chennai,4,21000.0,Petrol,Manual,First,22,796,47.3,5,1.332366019094335,Entry-Level
Tata,Pune,7,148000.0,Diesel,Manual,Second,21,1248,88.8,5,1.3609765531356006,Mass-Market
Hyundai,Delhi,3,68000.0,Petrol,Manual,First,15,1591,121.3,5,2.3841650799864684,Mass-Market
Mercedes-benz,Bangalore,5,52000.0,Diesel,Automatic,First,12,2987,224.0,7,3.912023005428146,Luxury
Mahindra,Jaipur,3,19000.0,Diesel,Manual,First,16,2498,105.0,6,2.327277705584417,Mass-Market
Hyundai,Mumbai,8,74000.0,Diesel,Manual,Second,22,1582,126.3,5,1.55814461804655,Mass-Market
Ford,Coimbatore,2,30279.0,Diesel,Manual,First,26,1498,99.0,5,2.115049969147204,Mass-Market
Mini,Mumbai,3,20000.0,Diesel,Automatic,First,20,1496,113.98,4,3.1986731175506815,Premium
Maruti,Hyderabad,6,34834.0,Petrol,Manual,First,14,796,35.0,5,1.2809338454620642,Entry-Level
Mahindra,Pune,4,90000.0,Diesel,Manual,Second,21,1461,65.0,5,1.410986973710262,Mass-Market
Mercedes-benz,Coimbatore,3,38730.0,Diesel,Automatic,First,14,2143,203.0,5,3.4333418349887226,Luxury
Renault,Kochi,3,57390.0,Diesel,Manual,First,19,1461,108.45,5,2.0451088625993306,Mass-Market
Maruti,Kolkata,3,100000.0,Diesel,Manual,First,23,1248,74.0,5,1.5040773967762742,Entry-Level
Volkswagen,Kolkata,8,50000.0,Petrol,Manual,First,16,1198,73.9,5,1.208960345836975,Executive
Mahindra,Coimbatore,2,64961.0,Diesel,Manual,First,16,2179,140.0,7,2.8408313123360287,Mass-Market
Volkswagen,Coimbatore,5,72465.0,Petrol,Manual,First,16,1198,74.0,5,1.9315214116032138,Executive
Maruti,Hyderabad,7,68776.0,Petrol,Manual,First,21,1197,85.8,5,1.589235205116581,Entry-Level
Toyota,Delhi,7,68000.0,Diesel,Manual,First,12,2494,102.0,7,2.0731719286662407,Executive
Honda,Delhi,4,33000.0,Diesel,Manual,First,26,1498,98.6,5,2.0794415416798357,Executive
Volkswagen,Coimbatore,2,22389.0,Petrol,Manual,First,17,1198,73.75,5,2.1077860146889784,Executive
Maruti,Mumbai,7,90000.0,Diesel,Manual,First,21,1248,88.8,5,1.5706970841176697,Entry-Level
Maruti,Chennai,7,42000.0,Petrol,Manual,Third,18,1197,85.8,5,1.7047480922384253,Entry-Level
Hyundai,Pune,2,38767.0,Diesel,Manual,First,19,1582,126.2,5,2.6100697927420065,Mass-Market
Audi,Bangalore,4,21000.0,Diesel,Automatic,First,12,2967,241.4,7,3.8918202981106265,Luxury
Maruti,Coimbatore,9,59136.0,Petrol,Manual,First,19,796,46.3,5,1.3762440252663892,Entry-Level
Honda,Kolkata,5,36000.0,Diesel,Manual,First,25,1498,98.6,5,1.4469189829363254,Executive
Volkswagen,Chennai,8,95000.0,Diesel,Automatic,Second,18,1968,167.7,5,2.2512917986064953,Executive
Hyundai,Mumbai,6,51000.0,Diesel,Automatic,First,19,1582,126.24,5,2.277267285009756,Mass-Market
Maruti,Kochi,8,36411.0,Petrol,Manual,First,18,998,67.1,5,1.4060969884160703,Entry-Level
Land,Mumbai,2,40000.0,Diesel,Automatic,First,12,1999,148.31,7,3.7495040759303713,Luxury
Honda,Pune,3,27300.0,Petrol,Manual,First,17,1497,117.3,5,2.0794415416798357,Executive
Mercedes-benz,Kochi,8,29813.0,Petrol,Automatic,Second,14,1991,181.03,5,2.5257286443082556,Luxury
Maruti,Pune,8,71000.0,Petrol,Manual,First,20,998,67.04,5,1.2809338454620642,Entry-Level
Hyundai,Kolkata,5,32000.0,Diesel,Manual,First,22,1582,126.3,5,1.667706820558076,Mass-Market
Volkswagen,Jaipur,2,50510.0,Diesel,Automatic,First,17,1968,141.0,5,3.254242968705492,Executive
Bmw,Pune,8,102000.0,Diesel,Automatic,First,15,1995,177.0,5,2.691243082785829,Luxury
Hyundai,Kolkata,5,42277.0,Diesel,Manual,First,24,1186,73.97,5,1.5789787049493917,Mass-Market
Mercedes-benz,Mumbai,5,46000.0,Diesel,Automatic,First,13,2143,201.1,5,3.188416617383492,Luxury
Hyundai,Bangalore,4,50000.0,Petrol,Manual,First,18,1197,82.0,5,1.9095425048844386,Mass-Market
Hyundai,Mumbai,11,62000.0,Petrol,Manual,Second,20,1197,78.9,5,0.9745596399981308,Mass-Market
Volkswagen,Mumbai,7,78000.0,Diesel,Manual,First,19,1968,138.1,5,2.0149030205422647,Executive
Skoda,Chennai,8,79000.0,Diesel,Manual,First,17,1968,138.08,5,2.1400661634962708,Executive
Audi,Kochi,0,6773.0,Diesel,Automatic,First,14,2967,245.0,7,4.303253953508486,Luxury
Toyota,Chennai,9,135000.0,Diesel,Manual,Second,11,2982,171.0,7,2.4849066497880004,Executive
Maruti,Kochi,6,36716.0,Petrol,Manual,First,18,1061,67.0,5,1.3912819026309298,Entry-Level
Hyundai,Coimbatore,6,65060.0,Petrol,Manual,First,21,814,55.2,5,1.463255402256019,Mass-Market
Honda,Delhi,6,33000.0,Petrol,Manual,First,19,1198,86.8,5,1.4445632692438664,Executive
Maruti,Kolkata,4,11110.0,Petrol,Manual,First,22,796,47.3,5,1.208960345836975,Entry-Level
Mahindra,Jaipur,6,63000.0,Diesel,Manual,First,15,2523,62.1,7,1.8718021769015913,Mass-Market
Honda,Mumbai,4,27030.0,Petrol,Manual,First,17,1497,117.3,5,2.0476928433652555,Executive
Skoda,Mumbai,4,19600.0,Petrol,Manual,First,15,1598,103.52,5,1.9671123567059163,Executive
Maruti,Pune,3,27755.0,Petrol,Manual,First,22,1197,81.8,5,1.864080130807681,Entry-Level
Hyundai,Hyderabad,6,20000.0,Petrol,Manual,Second,21,814,55.2,5,1.1939224684724346,Mass-Market
Maruti,Kochi,4,24782.0,Petrol,Manual,First,20,1197,83.14,5,1.9754689512968577,Entry-Level
Nissan,Coimbatore,5,47303.0,Petrol,Automatic,First,19,1198,76.0,5,1.8261608959453874,Mass-Market
Audi,Delhi,11,71000.0,Petrol,Automatic,First,8,4134,250.0,7,2.5641798306825083,Luxury
Maruti,Pune,9,135000.0,Diesel,Manual,First,17,1248,75.0,5,1.410986973710262,Entry-Level
Tata,Jaipur,2,1000.0,Diesel,Manual,First,13,2179,138.03,5,2.1400661634962708,Mass-Market
Volkswagen,Kolkata,3,29000.0,Diesel,Manual,First,20,1498,88.8,5,1.6094379124341003,Executive
Honda,Kochi,3,36367.0,Petrol,Manual,First,17,1497,117.3,5,2.166765369851511,Executive
Honda,Bangalore,4,38000.0,Petrol,Manual,First,17,1497,117.3,5,2.174751721484161,Executive
Maruti,Hyderabad,8,83969.0,Petrol,Manual,First,16,796,37.0,4,0.832909122935104,Entry-Level
Volkswagen,Jaipur,5,82621.0,Diesel,Manual,First,20,1498,88.8,5,1.6900958154515549,Executive
Chevrolet,Pune,10,89000.0,Diesel,Automatic,First,12,1991,147.9,7,1.6094379124341003,Mass-Market
Mahindra,Kolkata,3,54000.0,Diesel,Manual,First,16,2179,140.0,7,2.6390573296152584,Mass-Market
Honda,Kochi,4,61691.0,Diesel,Manual,First,25,1498,98.6,5,1.8531680973566984,Executive
Hyundai,Chennai,8,32200.0,Petrol,Manual,Second,17,1197,80.0,5,1.4469189829363254,Mass-Market
Maruti,Jaipur,3,68630.0,Petrol,Automatic,First,20,998,67.0,5,1.5830939370944985,Entry-Level
Volkswagen,Mumbai,5,61000.0,Diesel,Automatic,Second,16,1968,138.03,5,2.224623551524334,Executive
Maruti,Mumbai,1,32644.0,Petrol,Manual,First,20,1373,91.1,5,2.330200260027019,Entry-Level
Mahindra,Delhi,7,85000.0,Diesel,Automatic,First,11,2179,120.0,7,1.9810014688665833,Mass-Market
Chevrolet,Mumbai,11,75000.0,Petrol,Manual,Second,15,1150,74.9,5,0.7654678421395714,Mass-Market
Maruti,Kochi,3,40347.0,Petrol,Manual,First,20,1373,91.2,5,2.174751721484161,Entry-Level
Hyundai,Hyderabad,7,60788.0,Diesel,Manual,First,23,1396,90.0,5,1.7047480922384253,Mass-Market
Honda,Kochi,1,18664.0,Petrol,Manual,First,18,1199,88.7,5,2.1471001901536506,Executive
Mahindra,Coimbatore,2,57847.0,Diesel,Manual,First,16,2179,140.0,7,2.837908188360424,Mass-Market
Hyundai,Bangalore,7,52237.0,Petrol,Manual,First,17,1197,80.0,5,1.7047480922384253,Mass-Market
Hyundai,Chennai,7,128000.0,Diesel,Manual,First,22,1582,126.32,5,1.791759469228055,Mass-Market
Hyundai,Delhi,8,54000.0,Petrol,Manual,First,19,1086,68.05,5,1.1631508098056809,Mass-Market
Maruti,Bangalore,5,49800.0,Petrol,Automatic,First,23,998,67.04,5,1.6094379124341003,Entry-Level
Skoda,Kolkata,7,98000.0,Diesel,Manual,First,20,1199,73.9,5,1.2556160374777743,Executive
Maruti,Delhi,4,60095.0,Diesel,Manual,First,25,1248,74.0,5,1.749199854809259,Entry-Level
Hyundai,Pune,11,68000.0,Petrol,Manual,Second,16,1086,66.7,5,1.0986122886681098,Mass-Market
Hyundai,Jaipur,9,81402.0,Petrol,Manual,Second,20,1197,78.9,5,1.1314021114911006,Mass-Market
Ford,Mumbai,6,38000.0,Petrol,Automatic,First,16,1499,110.0,5,1.9810014688665833,Mass-Market
Mercedes-benz,Kochi,8,92239.0,Diesel,Automatic,Second,11,2987,210.0,5,2.451005098112319,Luxury
Maruti,Ahmedabad,2,49224.0,Diesel,Manual,First,25,1248,74.0,5,1.9459101490553132,Entry-Level
Maruti,Pune,9,54898.0,Petrol,Manual,Third,16,1298,88.2,5,1.252762968495368,Entry-Level
Hyundai,Mumbai,1,2500.0,Petrol,Manual,First,15,1591,121.3,5,2.6210388241125804,Mass-Market
Bmw,Kochi,2,32838.0,Diesel,Automatic,First,17,1995,190.0,5,3.443298557680791,Luxury
Ford,Hyderabad,13,27076.0,Petrol,Manual,First,13,1299,70.0,5,0.9555114450274363,Mass-Market
Ford,Kochi,2,75445.0,Diesel,Manual,First,22,1498,89.84,5,2.1447610078004784,Mass-Market
Maruti,Kochi,4,46601.0,Petrol,Manual,First,20,1373,91.1,5,2.0592388343623163,Entry-Level
Volkswagen,Kolkata,7,72000.0,Diesel,Automatic,First,18,1968,167.7,5,1.9459101490553132,Executive
Honda,Pune,2,27000.0,Diesel,Manual,First,27,1498,98.6,5,2.1972245773362196,Executive
Audi,Coimbatore,3,68193.0,Diesel,Automatic,First,17,1968,174.33,5,3.2480462021679806,Luxury
Hyundai,Kochi,2,34429.0,Diesel,Manual,First,24,1120,70.0,5,1.8718021769015913,Mass-Market
Mercedes-benz,Delhi,6,46000.0,Diesel,Automatic,First,12,2987,224.0,7,3.6109179126442243,Luxury
Toyota,Coimbatore,6,80544.0,Diesel,Manual,First,12,2494,100.6,7,2.548663615590751,Executive
Nissan,Jaipur,8,42000.0,Petrol,Manual,Second,16,1498,97.7,5,1.3862943611198906,Mass-Market
Skoda,Bangalore,8,94821.0,Diesel,Automatic,Second,20,1968,138.1,5,2.0476928433652555,Executive
Chevrolet,Jaipur,13,100000.0,Petrol,Manual,First,14,1399,92.7,5,0.8754687373538999,Mass-Market
Honda,Mumbai,5,57000.0,Diesel,Manual,First,24,1498,98.6,7,1.9095425048844386,Executive
Maruti,Hyderabad,9,79894.0,Diesel,Manual,First,21,1248,73.9,5,1.4816045409242156,Entry-Level
Volkswagen,Coimbatore,8,44748.0,Petrol,Manual,Second,16,1198,73.9,5,1.7732559976634952,Executive
Nissan,Mumbai,6,31000.0,Petrol,Manual,First,13,1598,102.5,5,1.7833912195575383,Mass-Market
Maruti,Coimbatore,6,60587.0,Petrol,Automatic,Second,16,998,66.1,5,1.501852701754163,Entry-Level
Honda,Pune,5,43772.0,Petrol,Manual,First,17,1497,118.0,5,1.9947003132247452,Executive
Hyundai,Coimbatore,2,23576.0,Petrol,Automatic,First,18,1197,82.0,5,2.089391872533004,Mass-Market
Jaguar,Hyderabad,2,4000.0,Diesel,Automatic,First,13,1999,177.0,5,3.6635616461296463,Luxury
Mahindra,Kolkata,7,62000.0,Diesel,Manual,First,12,2179,120.0,8,1.9810014688665833,Mass-Market
Mercedes-benz,Mumbai,8,36000.0,Petrol,Automatic,First,11,1796,186.0,5,2.411439497906128,Luxury
Skoda,Delhi,5,80000.0,Petrol,Automatic,First,13,1798,157.75,5,2.463853240590168,Executive
Chevrolet,Pune,7,137008.0,Diesel,Automatic,First,18,1991,147.9,4,1.7316555451583497,Mass-Market
Mahindra,Delhi,9,61001.0,Diesel,Manual,First,12,2179,120.0,8,1.749199854809259,Mass-Market
Hyundai,Coimbatore,4,52191.0,Petrol,Manual,First,17,1591,121.3,5,2.172476407647025,Mass-Market
Hyundai,Hyderabad,3,77076.0,Diesel,Manual,First,23,1396,90.0,5,2.0476928433652555,Mass-Market
Honda,Hyderabad,11,56000.0,Petrol,Automatic,First,16,1497,78.0,5,1.3837912309017721,Executive
Hyundai,Kolkata,6,21000.0,Petrol,Manual,First,20,1197,78.9,5,1.208960345836975,Mass-Market
Honda,Delhi,6,89429.0,Diesel,Manual,First,25,1498,98.6,5,1.536867219599265,Executive
Maruti,Delhi,7,45631.0,Petrol,Manual,Second,22,998,67.04,5,1.3190856114264407,Entry-Level
Honda,Jaipur,6,53959.0,Petrol,Manual,First,19,1198,86.8,5,1.5040773967762742,Executive
Hyundai,Kochi,5,55804.0,Petrol,Manual,First,17,1197,80.0,5,1.7509374747078,Mass-Market
Volkswagen,Kochi,3,25899.0,Petrol,Manual,First,15,1598,103.2,5,1.9740810260220096,Executive
Skoda,Pune,11,82000.0,Diesel,Manual,Second,18,1896,66.0,5,1.208960345836975,Executive
Mercedes-benz,Mumbai,5,52000.0,Diesel,Automatic,First,13,2143,204.0,5,3.2386784521643803,Luxury
Renault,Pune,6,20000.0,Petrol,Manual,First,13,1598,102.57,5,1.9459101490553132,Mass-Market
Hyundai,Hyderabad,2,31829.0,Petrol,Manual,First,21,814,55.2,5,1.536867219599265,Mass-Market
Maruti,Coimbatore,3,18094.0,Petrol,Manual,Second,18,1197,85.8,5,1.9823798288367047,Entry-Level
Audi,Mumbai,4,11964.0,Diesel,Automatic,First,13,2967,241.4,5,3.5248888540047054,Luxury
Hyundai,Coimbatore,1,22684.0,Petrol,Manual,First,18,1197,81.83,5,2.174751721484161,Mass-Market
Honda,Bangalore,5,43521.0,Petrol,Manual,First,19,1198,86.8,5,1.6582280766035324,Executive
Maruti,Kochi,5,49386.0,Petrol,Manual,First,17,1298,85.8,5,1.7681496035889213,Entry-Level
Hyundai,Delhi,2,12248.0,Petrol,Manual,First,18,1197,81.86,5,1.7749523509116738,Mass-Market
Mahindra,Coimbatore,5,67771.0,Diesel,Manual,First,11,2498,112.0,8,2.086913556518537,Mass-Market
Volkswagen,Delhi,4,60007.0,Petrol,Automatic,First,17,1798,189.0,4,1.7047480922384253,Executive
Maruti,Coimbatore,8,48624.0,Petrol,Manual,First,24,998,67.1,5,1.4398351280479205,Entry-Level
Volkswagen,Kolkata,5,30000.0,Diesel,Manual,First,22,1199,73.9,5,1.4469189829363254,Executive
Hyundai,Delhi,3,81605.0,Petrol,Manual,First,18,1197,82.0,5,1.7101878155342434,Mass-Market
Mercedes-benz,Coimbatore,2,32642.0,Diesel,Automatic,First,14,2143,170.0,5,3.5773890780805733,Luxury
Hyundai,Pune,5,34200.0,Petrol,Automatic,First,15,1591,121.3,5,2.0149030205422647,Mass-Market
Fiat,Chennai,9,72204.0,Petrol,Manual,First,15,1172,67.0,5,1.1786549963416462,Mass-Market
Toyota,Pune,8,156347.0,Diesel,Manual,Second,12,2494,100.0,8,2.1972245773362196,Executive
Mahindra,Kochi,2,47357.0,Diesel,Automatic,First,18,1493,100.0,7,2.2375130962503307,Mass-Market
Volkswagen,Coimbatore,4,61738.0,Diesel,Manual,First,20,1498,88.8,5,1.8547342683894434,Executive
Bmw,Kochi,1,32586.0,Diesel,Automatic,First,22,1995,190.0,5,3.6454498961866,Luxury
Mercedes-benz,Coimbatore,1,40129.0,Diesel,Automatic,First,11,2987,254.79,5,4.273884476054178,Luxury
Mercedes-benz,Mumbai,7,51000.0,Diesel,Automatic,First,11,2987,254.8,5,3.1463051320333655,Luxury
Hyundai,Kochi,1,10393.0,Petrol,Manual,First,18,1197,81.86,5,1.9501867058225735,Mass-Market
Skoda,Mumbai,8,46000.0,Petrol,Automatic,First,13,1798,157.75,5,1.7749523509116738,Executive
Hyundai,Chennai,6,21000.0,Petrol,Automatic,First,16,1197,78.9,5,1.601405740736836,Mass-Market
Hyundai,Hyderabad,8,113562.0,Diesel,Manual,First,23,1396,90.0,5,1.7227665977411035,Mass-Market
Mahindra,Mumbai,8,100010.0,Diesel,Manual,Second,12,2179,120.0,8,1.8718021769015913,Mass-Market
Honda,Mumbai,6,63107.0,Petrol,Manual,First,19,1198,86.8,5,1.4469189829363254,Executive
Hyundai,Jaipur,2,58500.0,Petrol,Manual,First,18,1197,81.83,5,1.9810014688665833,Mass-Market
Ford,Pune,12,90000.0,Diesel,Manual,Third,10,2499,143.0,7,1.3862943611198906,Mass-Market
Hyundai,Chennai,8,108242.0,Diesel,Manual,First,16,1493,110.0,5,1.6582280766035324,Mass-Market
Toyota,Pune,8,146300.0,Diesel,Manual,First,11,2982,171.0,7,2.583997552432231,Executive
Bmw,Pune,8,62943.0,Diesel,Automatic,Second,17,1995,184.0,5,2.4807312783775197,Luxury
Toyota,Delhi,6,65000.0,Diesel,Automatic,First,12,2982,168.5,7,2.8622008809294686,Executive
Honda,Pune,1,1700.0,Petrol,Automatic,First,19,1199,88.76,5,2.174751721484161,Executive
Hyundai,Kochi,6,34697.0,Petrol,Manual,First,19,1086,68.05,5,1.547562508716013,Mass-Market
Hyundai,Hyderabad,7,58000.0,Petrol,Manual,First,17,1197,80.0,5,1.6094379124341003,Mass-Market
Bmw,Mumbai,4,32500.0,Diesel,Automatic,First,19,1995,187.74,5,3.3232358401924436,Luxury
Audi,Coimbatore,3,58661.0,Diesel,Automatic,First,15,1968,181.0,5,3.3683297780365384,Luxury
Maruti,Kochi,2,37124.0,Petrol,Manual,First,20,1197,81.8,5,1.8625285401162623,Entry-Level
Maruti,Delhi,2,44000.0,Petrol,Automatic,First,21,1197,83.1,5,1.9740810260220096,Entry-Level
Hyundai,Kolkata,14,45200.0,Petrol,Manual,First,13,1495,94.0,5,0.6418538861723948,Mass-Market
Maruti,Mumbai,3,11000.0,Petrol,Manual,First,18,1197,85.8,5,1.599387576580599,Entry-Level
Tata,Pune,8,65000.0,Petrol,Manual,Second,26,624,35.0,4,0.36464311358790924,Mass-Market
Ford,Ahmedabad,7,55005.0,Diesel,Manual,First,20,1399,68.0,5,1.3217558399823195,Mass-Market
Volkswagen,Hyderabad,8,81650.0,Diesel,Automatic,First,18,1968,167.7,5,2.1400661634962708,Executive
Fiat,Chennai,9,160000.0,Diesel,Manual,Second,19,1248,93.0,5,1.252762968495368,Mass-Market
Mahindra,Hyderabad,4,169000.0,Diesel,Manual,First,14,2489,93.7,7,1.791759469228055,Mass-Market
Maruti,Hyderabad,6,67263.0,Petrol,Manual,First,18,998,67.1,5,1.5260563034950494,Entry-Level
Toyota,Kochi,7,44223.0,Petrol,Manual,First,17,1496,88.7,5,1.6074359097634274,Executive
Hyundai,Coimbatore,4,36840.0,Petrol,Manual,First,18,1197,82.0,5,1.8931119634883424,Mass-Market
Toyota,Pune,5,160000.0,Diesel,Manual,First,12,2494,100.0,8,2.5649493574615367,Executive
Tata,Kolkata,11,133000.0,Diesel,Manual,First,16,1405,62.0,5,0.5306282510621704,Mass-Market
Bmw,Mumbai,4,69123.0,Diesel,Automatic,First,18,1995,184.0,5,2.995732273553991,Luxury
Ford,Delhi,2,38000.0,Diesel,Automatic,First,10,3198,197.0,7,3.4493524235492026,Mass-Market
Maruti,Mumbai,2,5500.0,Petrol,Manual,First,21,1462,103.25,5,2.2192034840549946,Entry-Level
Ford,Kolkata,4,1001.0,Diesel,Manual,First,25,1498,99.0,5,2.145931282948669,Mass-Market
Chevrolet,Pune,12,59000.0,Petrol,Manual,Third,15,1150,74.9,5,0.688134638736401,Mass-Market
Honda,Delhi,8,78256.0,Petrol,Automatic,First,16,1497,118.0,5,1.6389967146756448,Executive
Nissan,Chennai,3,90000.0,Petrol,Manual,First,16,1498,97.6,5,1.9740810260220096,Mass-Market
Maruti,Kolkata,3,18000.0,Petrol,Manual,First,19,1197,85.8,5,1.6863989535702288,Entry-Level
Ford,Kolkata,7,60000.0,Diesel,Manual,First,20,1399,68.0,5,1.1314021114911006,Mass-Market
Fiat,Jaipur,8,130000.0,Diesel,Manual,First,20,1248,75.0,5,1.1631508098056809,Mass-Market
Hyundai,Coimbatore,1,32851.0,Petrol,Manual,First,18,1197,81.86,5,2.234306252240751,Mass-Market
Maruti,Kolkata,5,32000.0,Diesel,Manual,First,23,1248,74.0,5,1.6770965609079151,Entry-Level
Ford,Hyderabad,5,62700.0,Diesel,Manual,First,22,1498,89.84,5,2.0541237336955462,Mass-Market
Maruti,Jaipur,9,71000.0,Diesel,Manual,First,19,1248,73.9,5,1.4586150226995167,Entry-Level
Hyundai,Kochi,3,19947.0,Petrol,Manual,First,18,1197,82.0,5,1.7984040119467235,Mass-Market
Ford,Hyderabad,7,91000.0,Diesel,Automatic,First,11,2953,153.86,7,2.322387720290225,Mass-Market
Volkswagen,Hyderabad,5,74000.0,Diesel,Manual,First,22,1199,73.9,5,1.9021075263969205,Executive
Mahindra,Kochi,1,55594.0,Diesel,Manual,First,18,1493,100.0,7,2.2491843162669305,Mass-Market
Bmw,Hyderabad,6,58000.0,Diesel,Automatic,First,11,2993,306.0,4,3.8918202981106265,Luxury
Renault,Hyderabad,7,110224.0,Diesel,Manual,First,19,1461,108.45,5,1.9600947840472698,Mass-Market
Maruti,Ahmedabad,9,21002.0,Petrol,Manual,First,22,998,67.04,5,1.3217558399823195,Entry-Level
Maruti,Pune,2,121000.0,Diesel,Manual,First,24,1248,88.5,7,2.1972245773362196,Entry-Level
Maruti,Jaipur,9,73513.0,Petrol,Manual,First,19,796,46.3,5,1.0473189942805592,Entry-Level
Maruti,Jaipur,4,34000.0,Petrol,Automatic,First,20,998,67.0,5,1.5789787049493917,Entry-Level
Maruti,Coimbatore,2,28371.0,Petrol,Manual,First,15,1196,73.0,7,1.747459210331475,Entry-Level
Renault,Kochi,6,74755.0,Diesel,Manual,First,19,1461,108.45,5,1.891604804197771,Mass-Market
Maruti,Kochi,8,25805.0,Petrol,Manual,First,18,1061,64.0,5,1.2864740258376797,Entry-Level
Renault,Kochi,4,82603.0,Petrol,Manual,First,13,1598,102.53,5,1.7749523509116738,Mass-Market
Honda,Chennai,13,110000.0,Petrol,Manual,First,13,1799,130.0,5,1.2947271675944,Executive
Mahindra,Delhi,7,88000.0,Diesel,Manual,First,16,2179,140.0,7,1.944480556245719,Mass-Market
Mahindra,Chennai,8,110000.0,Diesel,Manual,Second,21,1461,64.1,5,1.2237754316221157,Mass-Market
Renault,Delhi,2,15000.0,Petrol,Manual,First,21,999,67.0,5,1.6582280766035324,Mass-Market
Porsche,Mumbai,6,70000.0,Diesel,Automatic,First,15,2967,240.0,5,3.713572066704308,Luxury
Maruti,Pune,11,150000.0,Diesel,Manual,Second,28,1248,74.0,5,1.308332819650179,Entry-Level
Datsun,Hyderabad,3,19000.0,Petrol,Manual,First,20,1198,67.0,5,1.3837912309017721,Entry-Level
Hyundai,Chennai,8,37442.0,Petrol,Manual,First,18,1197,80.0,5,1.4816045409242156,Mass-Market
Bmw,Coimbatore,3,63111.0,Diesel,Automatic,Second,18,1995,190.0,5,3.459466289786131,Luxury
Maruti,Mumbai,7,88000.0,Diesel,Manual,First,20,1248,88.8,7,1.9242486522741338,Entry-Level
Hyundai,Jaipur,5,42355.0,Petrol,Manual,First,18,1197,82.0,5,1.6094379124341003,Mass-Market
Bmw,Coimbatore,8,75871.0,Petrol,Automatic,First,9,2996,254.0,5,2.716018370751387,Luxury
Chevrolet,Mumbai,8,65000.0,Diesel,Manual,First,17,1998,163.7,5,1.713797927758343,Mass-Market
Maruti,Jaipur,8,79232.0,Diesel,Manual,First,21,1248,73.9,5,1.3609765531356006,Entry-Level
Mercedes-benz,Pune,12,170000.0,Petrol,Automatic,Second,11,1796,186.0,5,1.9459101490553132,Luxury
Hyundai,Kochi,3,28470.0,Petrol,Manual,First,18,1197,81.83,5,2.0731719286662407,Mass-Market
Hyundai,Kolkata,5,9759.0,Petrol,Manual,First,20,998,68.05,5,1.3217558399823195,Mass-Market
Maruti,Pune,5,75216.0,Diesel,Manual,First,22,1248,74.0,5,1.8082887711792655,Entry-Level
Hyundai,Chennai,2,8000.0,Petrol,Manual,First,18,1197,81.83,5,2.0476928433652555,Mass-Market
Maruti,Mumbai,5,59451.0,Petrol,Manual,First,18,1197,85.8,5,1.545432582458188,Entry-Level
Maruti,Hyderabad,6,53996.0,Diesel,Manual,First,22,1248,74.0,5,1.864080130807681,Entry-Level
Honda,Kochi,1,15135.0,Petrol,Manual,First,17,1199,88.7,5,2.331172549845958,Executive
Hyundai,Chennai,4,53000.0,Petrol,Automatic,Second,16,1197,81.86,5,1.6094379124341003,Mass-Market
Honda,Kolkata,6,40000.0,Petrol,Manual,First,18,1198,86.7,5,1.3609765531356006,Executive
Hyundai,Pune,6,21107.0,Petrol,Manual,First,17,1591,121.3,5,1.8325814637483102,Mass-Market
Honda,Mumbai,5,56000.0,Petrol,Manual,First,16,1497,116.3,5,1.9095425048844386,Executive
Hyundai,Coimbatore,2,19623.0,Petrol,Manual,First,15,1591,121.3,5,2.647592232065096,Mass-Market
Mahindra,Kochi,5,70963.0,Diesel,Manual,First,15,2179,140.0,7,2.178155014615869,Mass-Market
Toyota,Mumbai,6,51450.0,Diesel,Manual,First,12,2494,102.0,7,2.4336133554004498,Executive
Maruti,Pune,7,75000.0,Diesel,Manual,First,22,1248,74.0,5,1.6770965609079151,Entry-Level
Maruti,Coimbatore,2,37832.0,Petrol,Automatic,First,22,998,67.0,5,1.8293763327993617,Entry-Level
Hyundai,Coimbatore,3,43041.0,Petrol,Manual,First,18,1197,81.86,5,1.9473377010464987,Mass-Market
Honda,Hyderabad,5,97236.0,Diesel,Manual,First,25,1498,98.6,5,1.6863989535702288,Executive
Bmw,Chennai,9,83000.0,Diesel,Automatic,First,16,1995,181.0,5,2.6210388241125804,Luxury
Ford,Delhi,8,65000.0,Petrol,Manual,First,15,1196,70.0,5,1.2237754316221157,Mass-Market
Volkswagen,Kochi,1,46007.0,Petrol,Manual,First,17,1198,73.75,5,1.9035989509835904,Executive
Ford,Kochi,4,65925.0,Diesel,Manual,Second,22,1498,89.84,5,1.8702625307159986,Mass-Market
Mahindra,Kolkata,5,55000.0,Diesel,Manual,First,16,2179,140.0,7,2.2512917986064953,Mass-Market
