,Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,New_Price,Price
1617,Audi,Coimbatore,3,58661.0,Diesel,Automatic,First,15,1968,181.0,5,48.64 Lakh,28.03
1618,Maruti,Kochi,2,37124.0,Petrol,Manual,First,20,1197,81.8,5,,5.44
1619,Maruti,Delhi,2,44000.0,Petrol,Automatic,First,21,1197,83.1,5,,6.2
1620,Hyundai,Kolkata,14,45200.0,Petrol,Manual,First,13,1495,94.0,5,,0.9
1621,Maruti,Mumbai,3,11000.0,Petrol,Manual,First,18,1197,85.8,5,,3.95
1622,Tata,Pune,8,65000.0,Petrol,Manual,Second,26,624,35.0,4,,0.44
1623,Ford,Ahmedabad,7,55005.0,Diesel,Manual,First,20,1399,68.0,5,,2.75
1624,Volkswagen,Hyderabad,8,81650.0,Diesel,Automatic,First,18,1968,167.7,5,,7.5
1625,Other,Chennai,9,160000.0,Diesel,Manual,Second,19,1248,93.0,5,,2.5
1626,Mahindra,Hyderabad,4,169000.0,Diesel,Manual,First,14,2489,93.7,7,11.69 Lakh,5.0
1627,Maruti,Hyderabad,6,67263.0,Petrol,Manual,First,18,998,67.1,5,,3.6
1628,Toyota,Kochi,7,44223.0,Petrol,Manual,First,17,1496,88.7,5,,3.99
1629,Hyundai,Coimbatore,4,36840.0,Petrol,Manual,First,18,1197,82.0,5,,5.64
1630,Toyota,Pune,5,160000.0,Diesel,Manual,First,12,2494,100.0,8,,12.0
1631,Tata,Kolkata,11,133000.0,Diesel,Manual,First,16,1405,62.0,5,,0.7
1632,BMW,Mumbai,4,69123.0,Diesel,Automatic,First,18,1995,184.0,5,,19.0
1633,Ford,Delhi,2,38000.0,Diesel,Automatic,First,10,3198,197.0,7,,30.48
1634,Maruti,Mumbai,2,5500.0,Petrol,Manual,First,21,1462,103.25,5,11.11 Lakh,8.2
1635,Ford,Kolkata,4,1001.0,Diesel,Manual,First,25,1498,99.0,5,,7.55
1636,Chevrolet,Pune,12,59000.0,Petrol,Manual,Third,15,1150,74.9,5,,0.99
1637,Honda,Delhi,8,78256.0,Petrol,Automatic,First,16,1497,118.0,5,,4.15
1638,Nissan,Chennai,3,90000.0,Petrol,Manual,First,16,1498,97.6,5,,6.2
1639,Maruti,Kolkata,3,18000.0,Petrol,Manual,First,19,1197,85.8,5,,4.4
1640,Ford,Kolkata,7,60000.0,Diesel,Manual,First,20,1399,68.0,5,,2.1
1641,Other,Jaipur,8,130000.0,Diesel,Manual,First,20,1248,75.0,5,,2.2
1642,Hyundai,Coimbatore,1,32851.0,Petrol,Manual,First,18,1197,81.86,5,,8.34
1643,Maruti,Kolkata,5,32000.0,Diesel,Manual,First,23,1248,74.0,5,,4.35
1644,Ford,Hyderabad,5,62700.0,Diesel,Manual,First,22,1498,89.84,5,,6.8
1645,Maruti,Jaipur,9,71000.0,Diesel,Manual,First,19,1248,73.9,5,,3.3
1646,Hyundai,Kochi,3,19947.0,Petrol,Manual,First,18,1197,82.0,5,,5.04
1647,Ford,Hyderabad,7,91000.0,Diesel,Automatic,First,11,2953,153.86,7,,9.2
1648,Volkswagen,Hyderabad,5,74000.0,Diesel,Manual,First,22,1199,73.9,5,,5.7
1649,Mahindra,Kochi,1,55594.0,Diesel,Manual,First,18,1493,100.0,7,,8.48
1650,BMW,Hyderabad,6,58000.0,Diesel,Automatic,First,11,2993,306.0,4,,48.0
1651,Renault,Hyderabad,7,110224.0,Diesel,Manual,First,19,1461,108.45,5,,6.1
1652,Maruti,Ahmedabad,9,21002.0,Petrol,Manual,First,22,998,67.04,5,4.74 Lakh,2.75
1653,Maruti,Pune,2,121000.0,Diesel,Manual,First,24,1248,88.5,7,,8.0
1654,Maruti,Jaipur,9,73513.0,Petrol,Manual,First,19,796,46.3,5,,1.85
1655,Maruti,Jaipur,4,34000.0,Petrol,Automatic,First,20,998,67.0,5,,3.85
1656,Maruti,Coimbatore,2,28371.0,Petrol,Manual,First,15,1196,73.0,7,4.98 Lakh,4.74
1657,Renault,Kochi,6,74755.0,Diesel,Manual,First,19,1461,108.45,5,,5.63
1658,Maruti,Kochi,8,25805.0,Petrol,Manual,First,18,1061,64.0,5,,2.62
1659,Renault,Kochi,4,82603.0,Petrol,Manual,First,13,1598,102.53,5,,4.9
1660,Honda,Chennai,13,110000.0,Petrol,Manual,First,13,1799,130.0,5,,2.65
1661,Mahindra,Delhi,7,88000.0,Diesel,Manual,First,16,2179,140.0,7,,5.99
1662,Mahindra,Chennai,8,110000.0,Diesel,Manual,Second,21,1461,64.1,5,,2.4
1663,Renault,Delhi,2,15000.0,Petrol,Manual,First,21,999,67.0,5,4.98 Lakh,4.25
1664,Other_Luxury,Mumbai,6,70000.0,Diesel,Automatic,First,15,2967,240.0,5,,40.0
1665,Maruti,Pune,11,150000.0,Diesel,Manual,Second,28,1248,74.0,5,,2.7
1666,Other,Hyderabad,3,19000.0,Petrol,Manual,First,20,1198,67.0,5,,2.99
1667,Hyundai,Chennai,8,37442.0,Petrol,Manual,First,18,1197,80.0,5,,3.4
1668,BMW,Coimbatore,3,63111.0,Diesel,Automatic,Second,18,1995,190.0,5,,30.8
1669,Maruti,Mumbai,7,88000.0,Diesel,Manual,First,20,1248,88.8,7,,5.85
1670,Hyundai,Jaipur,5,42355.0,Petrol,Manual,First,18,1197,82.0,5,,4.0
1671,BMW,Coimbatore,8,75871.0,Petrol,Automatic,First,9,2996,254.0,5,,14.12
1672,Chevrolet,Mumbai,8,65000.0,Diesel,Manual,First,17,1998,163.7,5,,4.55
1673,Maruti,Jaipur,8,79232.0,Diesel,Manual,First,21,1248,73.9,5,,2.9
1674,Mercedes-Benz,Pune,12,170000.0,Petrol,Automatic,Second,11,1796,186.0,5,,6.0
1675,Hyundai,Kochi,3,28470.0,Petrol,Manual,First,18,1197,81.83,5,,6.95
1676,Hyundai,Kolkata,5,9759.0,Petrol,Manual,First,20,998,68.05,5,,2.75
1677,Maruti,Pune,5,75216.0,Diesel,Manual,First,22,1248,74.0,5,,5.1
1678,Hyundai,Chennai,2,8000.0,Petrol,Manual,First,18,1197,81.83,5,,6.75
1679,Maruti,Mumbai,5,59451.0,Petrol,Manual,First,18,1197,85.8,5,,3.69
1680,Maruti,Hyderabad,6,53996.0,Diesel,Manual,First,22,1248,74.0,5,,5.45
1681,Honda,Kochi,1,15135.0,Petrol,Manual,First,17,1199,88.7,5,10.57 Lakh,9.29
1682,Hyundai,Chennai,4,53000.0,Petrol,Automatic,Second,16,1197,81.86,5,,4.0
1683,Honda,Kolkata,6,40000.0,Petrol,Manual,First,18,1198,86.7,5,,2.9
1684,Hyundai,Pune,6,21107.0,Petrol,Manual,First,17,1591,121.3,5,,5.25
1685,Honda,Mumbai,5,56000.0,Petrol,Manual,First,16,1497,116.3,5,,5.75
1686,Hyundai,Coimbatore,2,19623.0,Petrol,Manual,First,15,1591,121.3,5,,13.12
1687,Mahindra,Kochi,5,70963.0,Diesel,Manual,First,15,2179,140.0,7,,7.83
1688,Toyota,Mumbai,6,51450.0,Diesel,Manual,First,12,2494,102.0,7,,10.4
1689,Maruti,Pune,7,75000.0,Diesel,Manual,First,22,1248,74.0,5,,4.35
1690,Maruti,Coimbatore,2,37832.0,Petrol,Automatic,First,22,998,67.0,5,6.33 Lakh,5.23
1691,Hyundai,Coimbatore,3,43041.0,Petrol,Manual,First,18,1197,81.86,5,8.1 Lakh,6.01
1692,Honda,Hyderabad,5,97236.0,Diesel,Manual,First,25,1498,98.6,5,,4.4
1693,BMW,Chennai,9,83000.0,Diesel,Automatic,First,16,1995,181.0,5,,12.75
1694,Ford,Delhi,8,65000.0,Petrol,Manual,First,15,1196,70.0,5,,2.4
1695,Volkswagen,Kochi,1,46007.0,Petrol,Manual,First,17,1198,73.75,5,,5.71
1696,Ford,Kochi,4,65925.0,Diesel,Manual,Second,22,1498,89.84,5,,5.49
1697,Mahindra,Kolkata,5,55000.0,Diesel,Manual,First,16,2179,140.0,7,,8.5
1698,Toyota,Delhi,7,115000.0,Diesel,Manual,First,13,2982,168.5,7,,12.99
1699,Hyundai,Kolkata,2,31184.0,Petrol,Manual,First,18,1197,81.86,5,6.4 Lakh,5.0
1700,Maruti,Pune,2,41747.0,Diesel,Automatic,First,28,1248,73.75,5,11.26 Lakh,9.0
1701,Maruti,Kochi,3,38143.0,Diesel,Manual,First,22,1248,74.0,5,,5.22
1702,Volkswagen,Pune,7,19030.0,Petrol,Manual,First,16,1198,73.9,5,,3.8
1703,Toyota,Coimbatore,0,20877.0,Petrol,Manual,First,18,1197,78.9,5,7.59 Lakh,7.27
1704,Maruti,Mumbai,3,23555.0,Petrol,Manual,First,22,1197,81.8,5,7 Lakh,5.1
1705,Mercedes-Benz,Bangalore,6,29000.0,Diesel,Automatic,First,14,2143,203.0,5,,29.0
1706,Maruti,Pune,6,61000.0,Petrol,Manual,First,18,998,67.1,5,,2.9
1707,Tata,Kochi,7,4187.0,Petrol,Manual,First,26,624,35.0,4,,1.38
1708,Skoda,Bangalore,8,46000.0,Petrol,Manual,First,13,1798,157.8,5,,5.5
1709,Volkswagen,Mumbai,3,28000.0,Petrol,Automatic,First,17,1197,103.5,5,11.26 Lakh,7.25
1710,Hyundai,Coimbatore,5,83558.0,Diesel,Manual,First,22,1582,126.32,5,,6.98
1711,Tata,Hyderabad,2,40000.0,Diesel,Manual,First,22,1248,74.0,5,7.43 Lakh,5.25
1712,Hyundai,Kolkata,6,36000.0,Petrol,Manual,First,21,814,55.2,5,,1.95
1713,Audi,Bangalore,5,21000.0,Diesel,Automatic,First,17,1968,174.33,5,,24.5
1714,Toyota,Kochi,6,62162.0,Diesel,Manual,First,12,2494,100.0,7,,8.31
1715,Mercedes-Benz,Hyderabad,7,83000.0,Diesel,Automatic,First,11,2987,254.8,5,,36.0
1716,Hyundai,Pune,4,58000.0,Diesel,Manual,First,24,1120,71.0,5,,5.5
1717,Honda,Kochi,8,62332.0,Petrol,Automatic,First,11,2354,177.6,5,,5.89
1718,Volkswagen,Kochi,3,50867.0,Diesel,Manual,First,20,1498,103.2,5,,7.95
1719,Hyundai,Mumbai,9,73000.0,Petrol,Manual,First,17,1197,80.0,5,,2.75
1720,Hyundai,Jaipur,7,98008.0,Diesel,Manual,First,22,1582,126.24,5,,6.25
1721,Ford,Hyderabad,4,36000.0,Diesel,Manual,First,20,1399,68.05,5,,4.95
1722,Hyundai,Kochi,0,27339.0,Petrol,Manual,First,18,1197,81.83,5,,6.27
1723,Hyundai,Kolkata,2,25000.0,Diesel,Manual,First,23,1582,126.2,5,,8.65
1724,Hyundai,Kolkata,5,37000.0,Petrol,Manual,First,18,1197,82.0,5,,3.5
1725,Audi,Hyderabad,4,56000.0,Diesel,Automatic,First,14,1968,174.3,5,,35.0
1726,Maruti,Kolkata,4,27000.0,Petrol,Manual,First,17,1298,85.8,5,,4.45
1727,Hyundai,Kolkata,7,37000.0,Petrol,Manual,First,18,1197,80.0,5,,2.65
1728,Mahindra,Kolkata,2,10500.0,Diesel,Manual,First,25,1198,77.0,5,,4.7
1729,Hyundai,Ahmedabad,5,49000.0,Diesel,Automatic,First,18,1582,126.2,5,22.43 Lakh,8.9
1730,Other_Luxury,Mumbai,2,7000.0,Diesel,Manual,First,17,1956,170.0,5,24.02 Lakh,17.45
1731,Maruti,Coimbatore,2,71256.0,Diesel,Manual,First,24,1248,88.5,5,,9.58
1732,Toyota,Kochi,7,83184.0,Petrol,Manual,First,14,1798,138.03,5,21.69 Lakh,6.22
1733,Mahindra,Kolkata,6,87284.0,Diesel,Manual,First,15,2179,140.0,7,,7.8
1734,BMW,Mumbai,3,7000.0,Diesel,Automatic,First,20,1995,190.0,5,,27.75
1735,Hyundai,Pune,4,29000.0,Diesel,Manual,Second,22,1396,88.73,5,,7.0
1736,Mercedes-Benz,Coimbatore,2,33552.0,Diesel,Automatic,First,11,2987,254.79,5,95.13 Lakh,64.87
1737,Chevrolet,Bangalore,6,64000.0,Diesel,Manual,Second,17,1998,163.7,5,,6.5
1738,Hyundai,Jaipur,8,82000.0,Petrol,Manual,Second,18,1197,80.0,5,,2.7
1739,Honda,Mumbai,7,70000.0,Petrol,Manual,Second,19,1198,86.8,5,,2.5
1740,Nissan,Hyderabad,6,166194.0,Diesel,Manual,First,19,1461,84.8,7,,3.9
1741,Volkswagen,Delhi,4,58000.0,Petrol,Manual,First,16,1198,73.9,5,,3.95
1742,Hyundai,Chennai,9,77000.0,Petrol,Manual,Second,20,1197,78.9,5,,2.1
1743,Chevrolet,Pune,10,73204.0,Diesel,Automatic,Third,18,1991,147.9,4,,3.5
1744,Hyundai,Hyderabad,12,70000.0,Petrol,Manual,Second,19,1086,68.05,5,,2.0
1745,Maruti,Delhi,5,79870.0,Diesel,Manual,First,20,1248,88.76,7,,5.35
1746,Honda,Delhi,6,90000.0,Diesel,Manual,First,25,1498,98.6,5,,3.8
1747,Mercedes-Benz,Mumbai,3,17000.0,Petrol,Automatic,First,15,1595,122.0,5,34.63 Lakh,17.25
1748,Hyundai,Kochi,1,46493.0,Petrol,Manual,First,18,1197,81.86,5,6.32 Lakh,5.53
1749,Hyundai,Pune,10,68000.0,Petrol,Manual,Third,20,1197,78.9,5,,1.95
1750,Maruti,Hyderabad,2,2000.0,Diesel,Manual,First,28,1248,74.0,5,,8.2
1751,Toyota,Pune,6,170000.0,Diesel,Manual,Third,12,2494,100.6,7,,6.5
1752,Other,Coimbatore,5,45535.0,Diesel,Automatic,First,23,1998,112.0,5,,19.41
1753,Other,Coimbatore,3,39228.0,Petrol,Manual,First,15,1368,112.4,5,,6.58
1754,Chevrolet,Mumbai,8,57000.0,Petrol,Manual,Second,14,1399,92.7,5,,2.1
1755,Hyundai,Chennai,11,85445.0,Petrol,Manual,Second,19,1086,68.05,5,,2.0
1756,Hyundai,Delhi,4,54000.0,Diesel,Manual,First,24,1120,71.0,5,,3.7
1757,Maruti,Mumbai,5,53000.0,Petrol,Automatic,First,23,998,67.04,5,,3.8
1758,Hyundai,Jaipur,5,60000.0,Petrol,Manual,First,20,1197,78.9,5,,3.25
1759,Renault,Coimbatore,4,65668.0,Diesel,Manual,First,19,1461,83.8,5,,5.53
1760,BMW,Ahmedabad,8,100000.0,Diesel,Automatic,Second,22,1995,190.0,5,43.31 Lakh,10.9
1761,Hyundai,Kolkata,1,1800.0,Petrol,Manual,First,18,1197,82.0,5,,5.1
1762,Chevrolet,Pune,10,44200.0,Petrol,Manual,Second,18,995,62.0,5,,1.6
1763,Honda,Ahmedabad,1,14000.0,Petrol,Manual,First,17,1497,117.3,5,,11.25
1764,Volkswagen,Chennai,6,170000.0,Diesel,Manual,First,20,1598,103.6,5,,5.9
1765,Toyota,Delhi,7,73000.0,Diesel,Automatic,First,11,2982,169.0,7,,14.4
1766,Honda,Delhi,8,68000.0,Petrol,Manual,First,17,1497,118.0,5,,3.6
1767,BMW,Jaipur,2,19543.0,Diesel,Automatic,First,18,1995,190.0,5,,40.5
1768,Audi,Bangalore,5,38000.0,Diesel,Automatic,Second,14,1968,174.3,5,,38.95
1769,Maruti,Delhi,5,32805.0,Diesel,Manual,First,23,1248,73.94,5,,3.6
1770,Volkswagen,Kochi,3,44782.0,Diesel,Automatic,First,21,1498,103.2,5,,7.12
1771,Honda,Kochi,3,55700.0,Diesel,Manual,First,26,1498,98.6,5,,7.52
1772,Audi,Delhi,7,60000.0,Diesel,Automatic,Second,15,1968,140.8,5,,10.35
1773,Skoda,Hyderabad,5,56000.0,Petrol,Manual,First,15,1598,103.52,5,,7.0
1774,Toyota,Delhi,8,60000.0,Diesel,Manual,First,11,2982,171.0,7,,10.85
1775,Chevrolet,Mumbai,9,78563.0,Diesel,Manual,First,16,1991,123.7,5,,2.35
1776,Maruti,Mumbai,5,34669.0,Petrol,Manual,First,15,1196,73.0,7,4.71 Lakh,2.9
1777,Maruti,Delhi,2,17000.0,Petrol,Manual,First,20,1373,91.1,5,,7.65
1778,Maruti,Delhi,3,66000.0,Diesel,Manual,First,28,1248,88.5,5,,6.4
1779,Toyota,Pune,5,102418.0,Diesel,Manual,First,12,2494,100.6,7,,10.1
1780,Maruti,Kolkata,5,48800.0,Petrol,Manual,First,19,1197,85.8,5,,4.25
1781,Toyota,Kochi,0,10601.0,Diesel,Automatic,First,11,2755,171.5,7,20.74 Lakh,19.65
1782,Tata,Pune,2,8200.0,Diesel,Manual,First,25,1396,69.0,5,,4.4
1783,Hyundai,Jaipur,7,100000.0,Petrol,Manual,First,18,1197,82.85,5,,3.25
1784,Ford,Pune,7,78000.0,Diesel,Manual,First,17,1399,68.0,5,,2.8
1785,Chevrolet,Kolkata,4,50000.0,Diesel,Manual,First,18,1248,73.74,8,,4.3
1786,Ford,Chennai,13,89327.0,Diesel,Manual,Third,17,1399,68.0,5,,1.55
1787,Honda,Chennai,12,98000.0,Petrol,Manual,Second,10,2354,152.0,5,,4.7
1788,Honda,Kochi,2,24700.0,Petrol,Manual,First,18,1199,88.7,5,,7.07
1789,Mercedes-Benz,Delhi,1,6000.0,Diesel,Automatic,First,11,2987,258.0,7,1.02 Cr,79.0
1790,Hyundai,Delhi,1,9434.0,Petrol,Manual,First,18,1197,81.86,5,6.71 Lakh,5.75
1791,Maruti,Mumbai,7,29000.0,Petrol,Manual,First,18,1197,85.8,5,,3.25
1792,Volkswagen,Coimbatore,2,22440.0,Diesel,Automatic,First,22,1498,108.495,5,,8.89
1793,Honda,Mumbai,4,73070.0,Petrol,Manual,First,17,1497,117.3,5,,5.9
1794,Honda,Kolkata,3,21771.0,Petrol,Manual,First,18,1199,88.7,5,,4.95
1795,Maruti,Delhi,5,62000.0,Diesel,Manual,First,17,1248,75.0,5,,3.75
1796,Hyundai,Kochi,2,37024.0,Diesel,Automatic,First,17,1582,126.2,5,,10.97
1797,Audi,Kochi,5,60336.0,Diesel,Automatic,Second,14,2967,241.4,5,,24.94
1798,Hyundai,Kolkata,5,26008.0,Petrol,Manual,First,21,814,55.2,5,,1.97
1799,Ford,Jaipur,9,90000.0,Diesel,Manual,Second,20,1399,68.0,5,,1.4
1800,Volkswagen,Coimbatore,1,35569.0,Petrol,Manual,First,17,1198,73.75,5,8.68 Lakh,7.27
1801,Renault,Kolkata,6,40000.0,Diesel,Manual,First,21,1461,84.8,5,,4.0
1802,Honda,Kolkata,4,45000.0,Petrol,Manual,First,18,1199,88.7,5,,4.75
1803,Hyundai,Delhi,4,42000.0,Petrol,Manual,First,17,1197,80.0,5,,5.1
1804,Audi,Coimbatore,7,46913.0,Diesel,Automatic,First,14,2967,241.4,5,,16.11
1805,Mahindra,Delhi,5,62000.0,Diesel,Automatic,First,11,2696,184.0,7,,10.55
1806,Toyota,Ahmedabad,2,15000.0,Diesel,Automatic,First,12,2755,174.5,7,34.45 Lakh,30.0
1807,Mercedes-Benz,Hyderabad,7,41367.0,Diesel,Automatic,First,15,2148,170.0,5,,18.49
1808,Maruti,Kochi,1,15982.0,Petrol,Manual,First,20,1373,91.1,5,,9.96
1809,Maruti,Hyderabad,6,99595.0,Diesel,Manual,Second,22,1248,74.0,5,,4.75
1810,BMW,Delhi,7,49000.0,Diesel,Automatic,Second,16,2495,218.0,5,,15.5
1811,Other,Kochi,6,48272.0,Diesel,Manual,First,10,2835,116.9,6,,11.82
1812,Toyota,Delhi,11,63000.0,Petrol,Manual,First,13,1794,125.0,5,,2.05
1813,Maruti,Mumbai,6,11734.0,Petrol,Manual,First,16,796,34.2,8,,2.25
1814,Audi,Kochi,5,62012.0,Diesel,Automatic,First,17,1968,174.33,5,,20.12
1815,Honda,Coimbatore,3,45449.0,Diesel,Manual,First,27,1498,98.6,5,,7.48
1816,Audi,Kochi,6,45330.0,Diesel,Automatic,First,16,1968,147.51,5,,13.19
1817,Maruti,Mumbai,7,88000.0,Petrol,Manual,First,19,1197,85.8,5,,3.85
1818,Maruti,Delhi,3,45376.0,Diesel,Manual,First,28,1248,73.75,5,8.58 Lakh,5.75
1819,Mahindra,Pune,5,81000.0,Diesel,Manual,First,15,2179,140.0,7,,9.0
1820,Chevrolet,Kochi,7,83381.0,Petrol,Manual,First,18,1199,79.4,5,,2.21
1821,Ford,Kochi,2,78526.0,Diesel,Manual,First,23,1498,98.96,5,12.67 Lakh,8.09
1822,BMW,Coimbatore,2,27313.0,Diesel,Automatic,First,14,2993,258.0,5,,48.63
1823,Audi,Coimbatore,4,42747.0,Diesel,Automatic,Second,14,1968,174.3,5,,39.47
1824,BMW,Coimbatore,4,42265.0,Diesel,Automatic,Second,20,1995,190.0,5,48.18 Lakh,22.24
1825,Hyundai,Mumbai,10,21000.0,Petrol,Automatic,First,19,1197,80.0,5,,2.6
1826,Hyundai,Ahmedabad,3,55100.0,Diesel,Automatic,First,17,1582,126.2,5,,12.0
1827,Audi,Chennai,5,70000.0,Diesel,Automatic,First,17,1968,174.33,5,,18.0
1828,Mercedes-Benz,Mumbai,12,55000.0,Petrol,Automatic,Third,10,3498,364.9,5,,9.99
1829,Hyundai,Kolkata,7,58235.0,Petrol,Manual,First,20,1197,78.9,5,,2.45
1830,Ford,Mumbai,2,26000.0,Diesel,Manual,First,23,1498,98.96,5,11.89 Lakh,8.99
1831,Volkswagen,Kolkata,8,35000.0,Diesel,Manual,First,20,1598,103.6,5,,3.15
1832,Maruti,Jaipur,2,24000.0,Diesel,Manual,First,28,1248,73.75,5,10.48 Lakh,8.2
1833,Mahindra,Ahmedabad,3,98000.0,Diesel,Manual,First,15,1997,120.0,7,,11.5
1834,Hyundai,Coimbatore,3,44487.0,Diesel,Manual,First,22,1396,88.73,5,,7.3
1835,Maruti,Chennai,11,65000.0,Petrol,Manual,First,19,796,46.3,5,,1.59
1836,Hyundai,Delhi,4,34951.0,Petrol,Manual,Second,20,1197,78.9,5,,3.15
1837,Mahindra,Kolkata,4,52373.0,Diesel,Manual,Second,15,2179,120.0,7,,8.5
1838,Skoda,Hyderabad,9,66285.0,Diesel,Manual,First,19,1199,75.0,5,,3.0
1839,BMW,Mumbai,7,66000.0,Diesel,Automatic,First,15,2993,258.0,5,,21.0
1840,Honda,Hyderabad,3,43000.0,Diesel,Manual,First,27,1498,98.6,5,,7.75
1841,Mercedes-Benz,Mumbai,6,45200.0,Diesel,Automatic,First,10,2148,170.0,5,,23.0
1842,Mahindra,Mumbai,3,41000.0,Diesel,Automatic,First,16,2179,140.0,7,,13.75
1843,Honda,Kochi,2,39430.0,Petrol,Automatic,First,18,1497,117.3,5,,8.29
1844,Maruti,Coimbatore,5,83274.0,Diesel,Manual,First,22,1248,74.0,5,,5.79
1845,Mercedes-Benz,Coimbatore,2,32324.0,Diesel,Automatic,First,14,2143,170.0,5,,30.5
1846,Honda,Mumbai,8,49999.0,Petrol,Manual,First,17,1497,118.0,5,,3.8
1847,Tata,Bangalore,5,66000.0,Diesel,Manual,First,15,2956,83.8,7,,4.45
1848,Hyundai,Delhi,7,54000.0,Petrol,Manual,First,18,1197,82.85,5,,3.3
1849,Other,Jaipur,10,80000.0,Diesel,Manual,Second,20,1248,91.2,5,,1.75
1850,Honda,Bangalore,8,72000.0,Petrol,Automatic,Second,12,1799,130.0,5,,5.5
1851,Hyundai,Pune,2,44865.0,Diesel,Manual,First,19,1582,126.2,5,,13.35
1852,Audi,Delhi,2,22000.0,Diesel,Automatic,Second,20,1968,143.0,5,,22.5
1853,Hyundai,Delhi,6,57478.0,Petrol,Manual,Second,17,1591,121.3,5,13.59 Lakh,5.25
1854,Hyundai,Hyderabad,8,75000.0,Diesel,Manual,First,21,1396,90.0,5,,3.75
1855,Honda,Kochi,4,50624.0,Diesel,Manual,First,24,1498,98.6,7,,6.32
1856,Hyundai,Bangalore,1,75000.0,Diesel,Automatic,First,22,1582,126.32,5,,7.75
1857,Ford,Chennai,13,87000.0,Petrol,Manual,Second,15,1596,101.0,5,,1.37
1858,Hyundai,Mumbai,9,62000.0,Petrol,Manual,First,20,1197,78.9,5,,2.1
1859,Maruti,Hyderabad,3,41372.0,Diesel,Manual,First,24,1248,88.5,5,11.02 Lakh,9.3
1860,Toyota,Ahmedabad,4,70000.0,Diesel,Manual,First,12,2494,100.6,7,,12.0
1861,Mercedes-Benz,Pune,2,35000.0,Diesel,Automatic,First,17,2143,136.0,5,41.94 Lakh,23.5
1862,Maruti,Hyderabad,13,71993.0,Petrol,Manual,First,19,796,46.3,5,,1.8
1863,Mercedes-Benz,Chennai,6,62000.0,Diesel,Automatic,Second,14,2143,170.0,5,,12.5
1864,Maruti,Delhi,4,51000.0,Diesel,Manual,First,22,1248,74.0,5,,4.74
1865,Hyundai,Kochi,3,26038.0,Petrol,Manual,First,18,1197,82.0,5,,5.43
1866,Toyota,Kochi,1,37713.0,Diesel,Automatic,Second,12,2982,168.5,7,,31.62
1867,Toyota,Kolkata,8,78088.0,Petrol,Manual,First,12,1998,132.0,8,,6.3
1868,Ford,Kochi,2,30453.0,Diesel,Manual,First,22,1498,98.59,5,,8.45
1869,Ford,Pune,3,54000.0,Petrol,Manual,First,18,1196,86.8,5,,5.0
1870,Toyota,Chennai,8,170000.0,Diesel,Manual,First,11,2982,171.0,7,,13.0
1871,Maruti,Hyderabad,7,65097.0,Petrol,Manual,First,19,1197,85.8,5,,4.7
1872,BMW,Coimbatore,1,28060.0,Petrol,Automatic,First,12,2979,320.0,5,,93.67
1873,Skoda,Pune,7,170000.0,Petrol,Manual,First,13,1798,160.0,5,,3.3
1874,Maruti,Jaipur,10,111000.0,Petrol,Manual,Second,18,1061,67.0,5,,1.51
1875,Renault,Kochi,6,63295.0,Diesel,Manual,First,19,1461,108.45,5,,6.09
1876,Maruti,Mumbai,4,35770.0,Petrol,Manual,First,20,1373,91.1,5,,5.95
1877,Hyundai,Hyderabad,7,125928.0,Diesel,Manual,First,22,1582,126.24,5,,9.0
1878,Skoda,Kolkata,4,45000.0,Diesel,Automatic,First,21,1498,103.52,5,,4.25
1879,Mercedes-Benz,Hyderabad,6,21000.0,Diesel,Automatic,First,14,2143,170.0,5,,23.5
1880,Honda,Mumbai,8,54774.0,Petrol,Automatic,First,11,2354,177.6,5,,6.35
1881,Maruti,Chennai,5,41123.0,Petrol,Manual,First,23,998,67.04,5,,3.4
1882,BMW,Bangalore,2,17465.0,Petrol,Automatic,First,12,2979,320.0,5,,93.0
1883,BMW,Chennai,5,48000.0,Diesel,Automatic,First,22,1995,190.0,5,,21.6
1884,Volkswagen,Chennai,8,170000.0,Diesel,Manual,First,20,1598,103.6,5,,4.0
1885,Maruti,Pune,1,12000.0,Diesel,Manual,First,23,1248,74.0,5,,5.5
1886,Other_Luxury,Mumbai,7,34000.0,Diesel,Automatic,First,12,2179,147.51,5,,19.25
1887,Hyundai,Hyderabad,7,71360.0,Diesel,Manual,First,21,1396,90.0,5,,3.95
1888,Maruti,Mumbai,7,74000.0,Diesel,Manual,Second,28,1248,73.75,5,8.94 Lakh,4.25
1889,Other_Luxury,Kochi,1,28937.0,Diesel,Manual,First,17,1956,170.0,5,21.38 Lakh,17.02
1890,Maruti,Hyderabad,7,82085.0,Diesel,Manual,First,20,1248,88.76,7,,6.5
1891,Ford,Bangalore,8,68465.0,Petrol,Manual,First,15,1196,70.0,5,,2.95
1892,Toyota,Coimbatore,6,63854.0,Diesel,Manual,First,21,1364,86.79,5,19.27 Lakh,7.12
1893,Maruti,Chennai,1,3000.0,Diesel,Automatic,First,24,1248,88.5,5,12.88 Lakh,11.25
1894,Honda,Delhi,10,65055.0,Petrol,Manual,First,17,1497,118.0,5,,2.75
1895,Mahindra,Hyderabad,4,120000.0,Diesel,Manual,First,15,2179,120.0,7,,12.0
1896,Hyundai,Mumbai,5,64241.0,Petrol,Manual,First,20,1197,81.86,5,8.27 Lakh,3.67
1897,Mahindra,Pune,11,2200.0,Petrol,Manual,First,15,1390,75.0,5,,2.3
