Brand,Location,Age,Kilometers_Driven,Fuel_Type,Transmission,Owner_Type,Mileage,Engine,Power,Seats,Price,Brand_Category
Maruti,Mumbai,14,102000.0,Petrol,Manual,First,17,993,60.0,5,0.7,Entry-Level
Mercedes-benz,Coimbatore,1,56652.0,Diesel,Automatic,First,13,2987,258.0,5,50.29,Luxury
Toyota,Mumbai,9,41650.0,Diesel,Manual,Second,11,2982,171.0,7,10.99,Executive
Hyundai,Coimbatore,4,61717.0,Petrol,Automatic,First,18,1197,82.0,5,5.57,Mass-Market
Hyundai,Jaipur,1,25302.0,Diesel,Manual,First,25,1186,73.97,5,5.9,Mass-Market
Hyundai,Coimbatore,3,47016.0,Petrol,Manual,First,15,1591,121.3,5,9.43,Mass-Market
Hyundai,Bangalore,9,69000.0,Petrol,Manual,First,20,1197,78.9,5,2.9,Mass-Market
Honda,Delhi,3,32700.0,Petrol,Manual,First,19,1198,86.8,5,3.68,Executive
Toyota,Coimbatore,4,101337.0,Diesel,Automatic,First,12,2982,168.5,7,21.67,Executive
Audi,Ahmedabad,8,59000.0,Diesel,Automatic,First,16,1968,140.0,5,12.5,Luxury
Toyota,Kochi,1,41736.0,Diesel,Automatic,First,11,2755,171.5,7,19.92,Executive
Honda,Jaipur,5,71649.0,Diesel,Manual,First,25,1498,98.6,5,6.75,Executive
Honda,Kochi,4,80606.0,Diesel,Manual,First,25,1498,98.6,5,6.96,Executive
Renault,Jaipur,2,63262.0,Petrol,Manual,First,21,999,67.0,5,3.25,Mass-Market
Maruti,Hyderabad,1,5456.0,Diesel,Manual,First,28,1248,74.0,5,8.65,Entry-Level
Maruti,Pune,2,7500.0,Petrol,Automatic,First,23,998,67.04,5,5.0,Entry-Level
Mahindra,Delhi,8,66000.0,Diesel,Manual,First,15,2179,140.0,7,5.5,Mass-Market
Hyundai,Jaipur,9,66770.0,Petrol,Manual,Second,20,1197,78.9,5,2.6,Mass-Market
Hyundai,Kochi,5,58472.0,Petrol,Manual,First,19,1086,68.05,5,3.41,Mass-Market
Maruti,Kolkata,8,46687.0,Petrol,Manual,First,22,1197,81.8,5,2.7,Entry-Level
Maruti,Chennai,11,77000.0,Petrol,Automatic,Third,9,1995,163.5,5,5.5,Entry-Level
Audi,Kolkata,7,7000.0,Petrol,Automatic,First,14,1984,226.6,4,35.0,Luxury
Mercedes-benz,Mumbai,8,48000.0,Petrol,Automatic,Second,14,1991,184.0,5,9.75,Luxury
Nissan,Mumbai,6,47000.0,Diesel,Manual,First,21,1461,84.8,5,4.25,Mass-Market
Maruti,Ahmedabad,4,51530.0,Petrol,Manual,First,18,998,67.1,5,3.2,Entry-Level
Maruti,Bangalore,5,25789.0,Diesel,Manual,Second,23,1248,74.0,5,6.85,Entry-Level
Honda,Delhi,4,48000.0,Diesel,Manual,First,25,1498,98.6,5,4.5,Executive
Maruti,Delhi,7,52000.0,Diesel,Manual,First,28,1248,74.0,5,3.55,Entry-Level
Mahindra,Hyderabad,11,131000.0,Diesel,Manual,First,10,2609,120.0,7,3.6,Mass-Market
Mercedes-benz,Kochi,4,42076.0,Diesel,Automatic,First,13,2143,201.1,5,21.8,Luxury
Toyota,Mumbai,7,76000.0,Diesel,Manual,Second,13,2982,168.5,7,13.5,Executive
Datsun,Bangalore,3,20487.0,Petrol,Manual,First,22,799,53.64,5,2.66,Entry-Level
Honda,Delhi,9,43000.0,Petrol,Manual,Second,16,1497,116.3,5,3.75,Executive
Toyota,Pune,1,17000.0,Petrol,Automatic,First,19,2494,158.2,5,32.0,Executive
Honda,Coimbatore,3,60805.0,Diesel,Manual,First,26,1498,98.6,5,8.07,Executive
Volkswagen,Kochi,7,58775.0,Diesel,Manual,First,19,1968,138.1,5,5.64,Executive
Audi,Hyderabad,6,70181.0,Diesel,Automatic,First,17,1968,174.33,5,23.99,Luxury
Maruti,Coimbatore,3,85827.0,Diesel,Manual,First,20,1248,88.76,7,7.5,Entry-Level
Mercedes-benz,Jaipur,3,58205.0,Diesel,Automatic,First,19,2143,167.62,5,27.0,Luxury
Maruti,Mumbai,11,91000.0,Diesel,Manual,Second,19,1248,73.9,5,2.85,Entry-Level
Renault,Pune,7,74000.0,Diesel,Manual,First,19,1461,108.45,5,6.35,Mass-Market
Maruti,Hyderabad,9,79324.0,Diesel,Manual,First,21,1248,73.9,5,3.3,Entry-Level
Maruti,Bangalore,6,38623.0,Petrol,Manual,First,19,1197,85.8,5,5.0,Entry-Level
Maruti,Coimbatore,5,59923.0,Diesel,Manual,First,22,1248,74.0,5,6.46,Entry-Level
Hyundai,Jaipur,2,23360.0,Petrol,Manual,First,21,814,55.2,5,3.75,Mass-Market
Maruti,Coimbatore,7,56661.0,Petrol,Manual,First,15,1196,73.0,7,3.61,Entry-Level
Audi,Coimbatore,2,40318.0,Diesel,Automatic,First,14,1968,174.3,5,43.74,Luxury
Audi,Chennai,5,60000.0,Diesel,Automatic,First,15,1968,174.33,5,20.0,Luxury
Maruti,Hyderabad,9,130000.0,Diesel,Manual,First,19,1248,73.9,5,3.65,Entry-Level
Bmw,Hyderabad,3,76000.0,Diesel,Automatic,First,15,2993,258.0,7,58.0,Luxury
Honda,Mumbai,4,30000.0,Petrol,Automatic,First,18,1497,117.3,5,8.65,Executive
Tata,Delhi,4,150000.0,Diesel,Manual,First,25,1396,69.01,5,2.5,Mass-Market
Volkswagen,Chennai,5,28000.0,Petrol,Automatic,First,16,1197,103.6,5,7.75,Executive
Maruti,Bangalore,4,74000.0,Petrol,Manual,First,23,998,67.04,5,4.15,Entry-Level
Toyota,Delhi,8,75000.0,Diesel,Manual,First,11,2982,171.0,7,10.85,Executive
Mitsubishi,Delhi,9,76000.0,Petrol,Automatic,Second,11,2360,170.0,5,5.53,Executive
Volkswagen,Pune,5,64889.0,Diesel,Automatic,First,15,1896,105.0,5,11.5,Executive
Hyundai,Kolkata,4,43000.0,Diesel,Manual,First,19,1582,126.2,5,9.25,Mass-Market
Skoda,Pune,8,47490.0,Petrol,Manual,First,17,1198,75.0,5,2.29,Executive
Ford,Chennai,4,80000.0,Diesel,Manual,First,22,1498,98.59,5,7.0,Mass-Market
Maruti,Bangalore,12,60000.0,Petrol,Manual,Second,18,1061,64.0,5,1.65,Entry-Level
Maruti,Ahmedabad,2,6006.0,Petrol,Manual,First,20,1373,91.1,5,8.25,Entry-Level
Mercedes-benz,Kochi,8,71703.0,Petrol,Automatic,First,14,1991,181.03,5,9.14,Luxury
Honda,Hyderabad,3,33000.0,Petrol,Manual,First,17,1198,86.7,5,6.5,Executive
Renault,Jaipur,4,91000.0,Diesel,Manual,First,19,1461,83.8,5,5.75,Mass-Market
Volkswagen,Kolkata,8,43000.0,Petrol,Manual,Second,16,1198,73.9,5,2.1,Executive
Hyundai,Coimbatore,2,63770.0,Diesel,Manual,First,19,1582,126.2,5,13.55,Mass-Market
Jaguar,Kolkata,7,43510.0,Diesel,Automatic,First,14,2993,270.9,5,20.5,Luxury
Jeep,Mumbai,2,52000.0,Diesel,Manual,First,16,1956,170.0,5,20.0,Premium
Land,Kochi,1,31427.0,Diesel,Automatic,First,15,1999,177.0,5,59.72,Luxury
Maruti,Kolkata,3,29000.0,Diesel,Manual,First,27,1248,74.0,5,6.5,Entry-Level
Maruti,Ahmedabad,3,56000.0,Diesel,Manual,First,28,1248,88.5,5,7.5,Entry-Level
Maruti,Jaipur,12,76000.0,Petrol,Manual,Second,15,1586,104.68,5,2.15,Entry-Level
Hyundai,Coimbatore,4,53615.0,Diesel,Manual,First,22,1582,126.24,5,8.44,Mass-Market
Mitsubishi,Bangalore,6,132000.0,Diesel,Manual,First,13,2477,175.56,7,12.49,Executive
Volkswagen,Pune,2,14800.0,Petrol,Manual,First,17,1198,73.75,5,5.48,Executive
Maruti,Hyderabad,6,35433.0,Petrol,Manual,First,18,1197,85.8,5,4.2,Entry-Level
Hyundai,Hyderabad,6,82966.0,Diesel,Manual,First,16,1493,110.0,5,7.2,Mass-Market
Maruti,Jaipur,5,96000.0,Diesel,Manual,First,23,1248,74.0,5,4.8,Entry-Level
Mahindra,Kochi,2,39528.0,Diesel,Manual,First,25,1198,77.0,6,5.83,Mass-Market
Toyota,Coimbatore,1,92056.0,Diesel,Manual,First,13,2393,147.8,7,18.39,Executive
Maruti,Pune,3,14930.0,Petrol,Manual,First,21,1197,83.1,5,5.85,Entry-Level
Honda,Mumbai,3,38000.0,Diesel,Manual,First,27,1498,98.6,5,6.21,Executive
Hyundai,Delhi,6,71000.0,Petrol,Manual,First,17,1197,80.0,5,3.65,Mass-Market
Hyundai,Delhi,7,71000.0,Diesel,Manual,First,23,1396,90.0,5,3.7,Mass-Market
Mercedes-benz,Pune,4,50000.0,Diesel,Automatic,First,19,2143,167.62,5,30.0,Luxury
Hyundai,Kochi,3,48163.0,Petrol,Manual,First,19,1197,82.0,5,4.85,Mass-Market
Hyundai,Coimbatore,2,19168.0,Petrol,Automatic,First,18,1197,82.0,5,6.93,Mass-Market
Maruti,Kolkata,3,26000.0,Petrol,Manual,First,22,796,47.3,5,2.6,Entry-Level
Chevrolet,Kolkata,5,37400.0,Petrol,Manual,First,18,1199,82.5,5,1.89,Mass-Market
Skoda,Mumbai,7,95000.0,Petrol,Automatic,First,13,1798,157.75,5,10.0,Executive
Audi,Kolkata,10,34000.0,Diesel,Automatic,First,16,1968,147.51,5,9.95,Luxury
Toyota,Mumbai,5,95000.0,Diesel,Manual,Second,12,2494,102.0,8,9.45,Executive
Mercedes-benz,Coimbatore,2,13689.0,Diesel,Automatic,First,17,2143,136.0,5,28.25,Luxury
Hyundai,Jaipur,11,84000.0,Petrol,Manual,Second,19,1086,68.05,5,1.8,Mass-Market
Maruti,Kolkata,11,47000.0,Petrol,Manual,Second,17,1298,85.8,5,1.4,Entry-Level
Skoda,Ahmedabad,4,60001.0,Diesel,Automatic,First,21,1498,103.52,5,7.25,Executive
Maruti,Hyderabad,7,96000.0,Diesel,Manual,First,21,1248,73.9,5,3.6,Entry-Level
Honda,Coimbatore,5,28246.0,Petrol,Manual,Second,17,1198,86.7,5,4.94,Executive
Maruti,Delhi,12,65000.0,Petrol,Manual,Second,18,998,67.1,5,1.25,Entry-Level
Volkswagen,Chennai,6,68000.0,Diesel,Manual,Second,22,1199,73.9,5,4.8,Executive
Ford,Kochi,0,11209.0,Diesel,Automatic,First,12,2198,158.0,7,31.15,Mass-Market
Hyundai,Pune,8,41980.0,Petrol,Manual,Second,17,1197,80.0,5,3.3,Mass-Market
Chevrolet,Bangalore,7,65000.0,Diesel,Manual,First,25,936,57.6,5,2.4,Mass-Market
Honda,Kolkata,9,38000.0,Petrol,Manual,First,14,1799,130.2,5,2.0,Executive
Maruti,Pune,5,51000.0,Petrol,Manual,First,20,998,67.04,5,3.1,Entry-Level
Skoda,Kochi,5,33855.0,Petrol,Manual,First,15,1598,103.6,5,5.09,Executive
Maruti,Pune,13,146000.0,Petrol,Manual,Second,15,1590,94.0,5,1.05,Entry-Level
Ford,Bangalore,4,47037.0,Diesel,Manual,Second,22,1498,98.59,5,7.0,Mass-Market
Hyundai,Ahmedabad,9,58000.0,Petrol,Manual,Second,13,1495,94.0,5,2.5,Mass-Market
Bmw,Mumbai,7,61240.0,Diesel,Automatic,First,22,1995,190.0,5,17.5,Luxury
Maruti,Chennai,8,91211.0,Petrol,Manual,First,20,998,67.1,5,2.1,Entry-Level
Audi,Bangalore,6,84000.0,Diesel,Automatic,First,15,1968,174.33,5,17.75,Luxury
Toyota,Bangalore,14,67000.0,Petrol,Automatic,Second,11,1794,125.0,5,2.45,Executive
Volvo,Pune,8,106976.0,Diesel,Automatic,First,13,2400,215.0,5,13.8,Premium
Honda,Kolkata,3,27210.0,Diesel,Manual,First,27,1498,98.6,5,5.85,Executive
Maruti,Delhi,2,26322.0,Diesel,Manual,First,28,1248,88.5,5,8.9,Entry-Level
Maruti,Mumbai,3,9107.0,Petrol,Manual,First,20,1197,81.8,5,5.15,Entry-Level
Mercedes-benz,Kochi,4,63983.0,Diesel,Automatic,First,19,2143,170.0,5,16.56,Luxury
Maruti,Chennai,9,134000.0,Petrol,Manual,Second,18,1061,67.0,5,1.65,Entry-Level
Mercedes-benz,Pune,4,11000.0,Petrol,Automatic,First,15,1595,120.7,5,16.0,Luxury
Maruti,Coimbatore,2,24852.0,Diesel,Automatic,First,26,1248,74.0,5,8.08,Entry-Level
Hyundai,Pune,5,37632.0,Petrol,Automatic,First,18,1197,82.0,5,4.5,Mass-Market
Nissan,Chennai,6,55000.0,Petrol,Manual,Second,16,1498,97.7,5,4.3,Mass-Market
Maruti,Hyderabad,9,81448.0,Petrol,Manual,First,19,998,66.1,5,2.6,Entry-Level
Renault,Hyderabad,1,1900.0,Petrol,Manual,First,25,799,53.3,5,4.45,Mass-Market
Hyundai,Coimbatore,7,54957.0,Petrol,Automatic,First,17,1591,121.4,5,5.37,Mass-Market
Maruti,Chennai,11,55000.0,Petrol,Manual,Second,18,1061,67.0,5,1.75,Entry-Level
Bmw,Kolkata,6,21983.0,Diesel,Automatic,First,18,1995,184.0,5,16.5,Luxury
Bmw,Delhi,6,76000.0,Diesel,Automatic,First,18,1995,177.0,5,19.0,Luxury
Tata,Jaipur,3,65000.0,Diesel,Manual,First,25,1396,69.01,5,2.8,Mass-Market
Hyundai,Hyderabad,4,26000.0,Diesel,Manual,First,22,1396,88.73,5,6.2,Mass-Market
Maruti,Kochi,0,11571.0,Petrol,Manual,First,16,796,34.2,8,3.8,Entry-Level
Maruti,Hyderabad,5,81000.0,Diesel,Manual,First,25,1248,74.0,5,6.1,Entry-Level
Ford,Coimbatore,0,23154.0,Diesel,Manual,First,23,1498,98.96,5,11.65,Mass-Market
Honda,Mumbai,5,26856.0,Petrol,Automatic,First,16,1198,86.8,5,4.15,Executive
Toyota,Chennai,2,67489.0,Diesel,Manual,First,13,2393,147.8,7,16.5,Executive
Mahindra,Bangalore,11,170000.0,Diesel,Manual,Second,10,2179,120.0,8,4.3,Mass-Market
Hyundai,Kolkata,9,18000.0,Petrol,Manual,First,18,1197,80.0,5,2.25,Mass-Market
Hyundai,Ahmedabad,5,63003.0,Diesel,Manual,First,22,1582,126.32,5,6.75,Mass-Market
Mahindra,Chennai,5,80000.0,Diesel,Manual,First,15,2179,140.0,7,9.4,Mass-Market
Volkswagen,Coimbatore,5,56658.0,Diesel,Manual,First,20,1498,108.5,5,5.39,Executive
Maruti,Kochi,0,18592.0,Diesel,Manual,First,26,1248,74.0,5,8.51,Entry-Level
Tata,Pune,9,75695.0,Petrol,Manual,First,13,1368,88.8,5,1.85,Mass-Market
Maruti,Kolkata,7,82000.0,Diesel,Manual,Second,22,1248,74.0,5,2.5,Entry-Level
Volkswagen,Chennai,6,60000.0,Diesel,Manual,First,22,1199,73.9,5,4.75,Executive
Honda,Pune,10,138000.0,Petrol,Manual,Second,17,1497,118.0,5,3.5,Executive
Hyundai,Bangalore,5,67000.0,Diesel,Manual,First,23,1396,90.0,5,5.5,Mass-Market
Honda,Coimbatore,7,42750.0,Petrol,Manual,First,17,1497,118.0,5,6.33,Executive
Chevrolet,Kochi,5,52398.0,Diesel,Manual,First,25,936,57.6,5,2.47,Mass-Market
Chevrolet,Kochi,5,36657.0,Petrol,Manual,First,16,995,62.1,5,3.3,Mass-Market
Tata,Delhi,8,77000.0,Diesel,Manual,Second,11,2179,138.1,7,3.5,Mass-Market
Mercedes-benz,Delhi,5,85000.0,Diesel,Automatic,First,11,2987,254.8,7,38.75,Luxury
Bmw,Pune,11,112500.0,Diesel,Automatic,First,11,2993,235.0,5,7.99,Luxury
Toyota,Kochi,6,105072.0,Diesel,Manual,First,14,2755,174.5,7,13.28,Executive
Bmw,Pune,7,80000.0,Petrol,Automatic,First,11,1995,150.0,5,9.5,Luxury
Renault,Kochi,0,3102.0,Diesel,Manual,First,20,1461,108.45,5,14.01,Mass-Market
Hyundai,Coimbatore,3,14656.0,Diesel,Manual,First,24,1120,71.0,5,6.99,Mass-Market
Bmw,Hyderabad,9,105000.0,Diesel,Automatic,Second,13,1995,170.0,5,11.0,Luxury
Bmw,Hyderabad,11,61000.0,Petrol,Automatic,Second,10,2497,215.0,5,11.0,Luxury
Nissan,Pune,9,85046.0,Petrol,Manual,Second,18,1198,75.0,5,2.3,Mass-Market
Jaguar,Delhi,5,48000.0,Diesel,Automatic,First,16,2179,187.7,5,26.5,Luxury
Land,Bangalore,8,55000.0,Diesel,Automatic,First,10,4367,308.0,7,67.0,Luxury
Jeep,Mumbai,2,4000.0,Petrol,Automatic,First,16,1368,160.0,5,17.75,Premium
Honda,Delhi,9,94000.0,Petrol,Automatic,Second,10,2354,152.0,5,4.8,Executive
Maruti,Coimbatore,6,61110.0,Petrol,Manual,First,18,1197,85.8,5,4.57,Entry-Level
Hyundai,Chennai,3,80000.0,Diesel,Manual,First,24,1120,71.0,5,3.5,Mass-Market
Nissan,Kochi,4,43190.0,Diesel,Manual,First,19,1461,108.5,5,7.61,Mass-Market
Audi,Hyderabad,4,45000.0,Diesel,Automatic,First,18,1968,187.74,5,25.0,Luxury
Hyundai,Coimbatore,3,44178.0,Petrol,Manual,First,18,1197,82.0,5,5.88,Mass-Market
Toyota,Hyderabad,4,84415.0,Diesel,Manual,First,12,2494,100.6,8,13.5,Executive
Hyundai,Kolkata,4,35000.0,Petrol,Manual,First,18,1197,80.0,5,4.6,Mass-Market
Ford,Kolkata,6,44000.0,Diesel,Manual,First,22,1498,98.59,5,4.9,Mass-Market
Honda,Hyderabad,7,67635.0,Petrol,Manual,First,17,1497,118.0,5,5.25,Executive
Ford,Coimbatore,1,18385.0,Petrol,Automatic,First,14,1497,121.36,5,12.41,Mass-Market
Volkswagen,Kolkata,5,35000.0,Diesel,Manual,First,22,1199,73.9,5,3.8,Executive
Mercedes-benz,Mumbai,9,49000.0,Diesel,Automatic,First,19,2143,170.0,5,8.95,Luxury
Ford,Hyderabad,6,69000.0,Diesel,Manual,First,22,1498,89.84,5,7.2,Mass-Market
Tata,Hyderabad,2,23228.0,Petrol,Manual,First,14,1396,65.0,5,4.5,Mass-Market
Maruti,Delhi,5,68462.0,Diesel,Manual,First,26,1248,74.0,5,4.15,Entry-Level
Maruti,Coimbatore,3,74611.0,Diesel,Manual,First,25,1248,88.5,5,7.94,Entry-Level
Renault,Pune,5,90000.0,Diesel,Manual,First,19,1461,108.45,5,7.25,Mass-Market
Maruti,Delhi,3,22000.0,Petrol,Manual,First,18,998,67.1,5,3.7,Entry-Level
Chevrolet,Chennai,8,109500.0,Diesel,Manual,Third,25,936,57.6,5,1.5,Mass-Market
Mahindra,Delhi,2,13363.0,Diesel,Manual,First,16,1997,140.0,7,12.0,Mass-Market
Hyundai,Delhi,7,51000.0,Petrol,Manual,Second,19,1086,68.05,5,2.2,Mass-Market
Tata,Hyderabad,12,103000.0,Diesel,Manual,First,13,2179,138.0,7,3.6,Mass-Market
Hyundai,Kolkata,10,43002.0,Petrol,Manual,First,20,1197,78.9,5,1.92,Mass-Market
Toyota,Bangalore,3,108000.0,Diesel,Automatic,First,11,2755,171.5,7,20.5,Executive
Skoda,Jaipur,9,82407.0,Diesel,Manual,First,17,1896,106.0,5,4.25,Executive
Hyundai,Kolkata,6,29000.0,Petrol,Manual,First,18,1197,82.0,5,3.2,Mass-Market
Maruti,Kolkata,5,45000.0,Diesel,Manual,First,23,1248,74.0,5,3.85,Entry-Level
Hyundai,Kochi,9,93401.0,Diesel,Manual,First,23,1396,90.0,5,3.48,Mass-Market
Ford,Hyderabad,2,95802.0,Diesel,Manual,Second,25,1498,99.0,5,4.55,Mass-Market
Maruti,Pune,3,130000.0,Diesel,Manual,First,25,1248,88.5,7,7.0,Entry-Level
Maruti,Ahmedabad,6,67443.0,Diesel,Manual,First,20,1248,88.8,7,5.75,Entry-Level
Honda,Kochi,3,47681.0,Petrol,Automatic,First,16,1497,116.3,5,8.73,Executive
Maruti,Hyderabad,10,35000.0,Petrol,Manual,First,19,796,46.3,5,1.7,Entry-Level
Ford,Hyderabad,3,68000.0,Diesel,Automatic,First,10,3198,197.0,7,29.5,Mass-Market
Maruti,Kochi,0,34688.0,Diesel,Manual,First,24,1248,88.5,5,10.49,Entry-Level
Porsche,Kolkata,4,10512.0,Petrol,Automatic,First,8,2706,265.0,2,64.0,Luxury
Maruti,Pune,3,58000.0,Diesel,Manual,First,22,1248,74.0,5,7.55,Entry-Level
Tata,Mumbai,5,40000.0,Petrol,Manual,First,17,1193,88.7,5,3.95,Mass-Market
Hyundai,Bangalore,9,61000.0,Petrol,Manual,Third,17,1197,80.0,5,3.25,Mass-Market
Skoda,Mumbai,10,86000.0,Diesel,Manual,First,19,1422,70.0,5,2.75,Executive
Toyota,Kolkata,4,45000.0,Diesel,Manual,First,21,1364,87.2,5,7.35,Executive
Volkswagen,Ahmedabad,2,55000.0,Petrol,Manual,First,17,1198,73.75,5,4.7,Executive
Hyundai,Kochi,3,36855.0,Petrol,Manual,Second,15,1591,121.3,5,8.77,Mass-Market
Hyundai,Kochi,6,46821.0,Petrol,Manual,First,20,1197,78.9,5,3.42,Mass-Market
Chevrolet,Kolkata,4,120000.0,Petrol,Manual,First,18,1199,76.8,5,2.5,Mass-Market
Jaguar,Kolkata,7,29000.0,Diesel,Automatic,First,14,2993,270.9,5,20.0,Luxury
Nissan,Mumbai,5,40000.0,Petrol,Manual,First,13,1598,102.5,5,5.25,Mass-Market
Audi,Delhi,6,60000.0,Diesel,Automatic,Second,15,1968,174.33,5,14.5,Luxury
Hyundai,Mumbai,8,64984.0,Petrol,Automatic,First,16,1197,78.9,5,3.45,Mass-Market
Maruti,Pune,4,73204.0,Petrol,Automatic,First,24,998,67.1,5,3.3,Entry-Level
Audi,Bangalore,5,50000.0,Diesel,Automatic,First,11,4134,335.2,7,51.0,Luxury
Maruti,Kolkata,2,35000.0,Diesel,Manual,First,24,1248,88.5,5,6.5,Entry-Level
Hyundai,Hyderabad,6,17729.0,Petrol,Manual,First,21,814,55.2,5,3.65,Mass-Market
Mahindra,Chennai,7,97000.0,Diesel,Manual,First,20,1497,115.0,5,7.25,Mass-Market
Hyundai,Kochi,5,89614.0,Diesel,Manual,First,22,1582,126.2,5,6.01,Mass-Market
Maruti,Kolkata,4,14000.0,Petrol,Manual,First,18,998,67.1,5,2.8,Entry-Level
Hyundai,Chennai,7,50000.0,Petrol,Manual,First,17,1197,80.0,5,4.0,Mass-Market
Honda,Delhi,5,62505.0,Petrol,Manual,First,17,1497,117.3,5,5.95,Executive
Toyota,Chennai,8,170000.0,Diesel,Manual,Second,12,2494,102.0,7,9.2,Executive
Hyundai,Pune,7,94900.0,Diesel,Manual,First,16,1493,110.0,5,5.35,Mass-Market
Tata,Delhi,2,55000.0,Diesel,Manual,First,17,2179,153.86,7,12.0,Mass-Market
Audi,Coimbatore,4,53735.0,Diesel,Automatic,Second,12,2967,241.4,7,38.94,Luxury
Maruti,Coimbatore,11,53934.0,Petrol,Manual,Second,18,998,67.1,5,2.69,Entry-Level
Bmw,Bangalore,6,58500.0,Diesel,Automatic,Second,17,1995,218.0,5,27.5,Luxury
Honda,Kolkata,5,48000.0,Petrol,Manual,First,18,1198,86.7,5,2.75,Executive
Maruti,Mumbai,3,24000.0,Petrol,Manual,First,24,796,47.3,5,2.8,Entry-Level
Hyundai,Mumbai,3,52001.0,Petrol,Manual,First,17,1591,121.3,5,6.45,Mass-Market
Tata,Coimbatore,1,9565.0,Petrol,Manual,First,23,1199,84.0,5,5.88,Mass-Market
Maruti,Pune,6,32953.0,Petrol,Manual,First,18,1197,85.8,5,4.65,Entry-Level
Hyundai,Jaipur,5,18000.0,Petrol,Manual,First,21,814,55.2,5,2.5,Mass-Market
Mercedes-benz,Kochi,1,20446.0,Petrol,Automatic,First,12,1950,191.34,5,51.35,Luxury
Hyundai,Hyderabad,3,33016.0,Diesel,Manual,First,22,1396,88.73,5,6.85,Mass-Market
Toyota,Chennai,7,48000.0,Diesel,Manual,First,23,1364,67.05,5,5.25,Executive
Toyota,Coimbatore,5,72022.0,Diesel,Manual,First,21,1364,87.2,5,9.23,Executive
Mini,Ahmedabad,5,34000.0,Diesel,Automatic,First,20,1496,113.98,5,22.0,Premium
Volkswagen,Hyderabad,5,69000.0,Diesel,Manual,First,20,1498,88.8,5,5.19,Executive
Skoda,Pune,10,108000.0,Petrol,Automatic,First,13,1798,157.75,5,4.35,Executive
Mercedes-benz,Hyderabad,6,34700.0,Diesel,Automatic,First,10,2148,170.0,5,24.5,Luxury
Maruti,Pune,4,79000.0,Diesel,Manual,First,17,1248,75.0,5,5.75,Entry-Level
Honda,Kochi,3,58197.0,Petrol,Automatic,First,18,1497,117.3,5,9.19,Executive
Bmw,Pune,11,66000.0,Petrol,Automatic,Second,8,2979,321.0,5,10.75,Luxury
Hyundai,Bangalore,10,60000.0,Petrol,Automatic,First,19,1197,80.0,5,2.99,Mass-Market
Maruti,Kolkata,5,57000.0,Diesel,Manual,First,26,1248,74.0,5,3.89,Entry-Level
Honda,Coimbatore,1,45555.0,Diesel,Manual,First,26,1498,98.6,5,11.73,Executive
Maruti,Coimbatore,3,55137.0,Petrol,Manual,First,14,796,35.0,5,3.11,Entry-Level
Skoda,Jaipur,5,93325.0,Diesel,Manual,Second,17,1968,138.1,5,14.45,Executive
Maruti,Ahmedabad,1,38000.0,Diesel,Manual,First,24,1248,88.5,7,8.7,Entry-Level
Hyundai,Kochi,3,57738.0,Diesel,Manual,First,24,1120,70.0,5,5.04,Mass-Market
Maruti,Jaipur,2,38282.0,Diesel,Manual,First,28,1248,88.5,5,8.5,Entry-Level
Mercedes-benz,Delhi,5,64000.0,Diesel,Automatic,First,19,2143,170.0,5,15.65,Luxury
Fiat,Mumbai,4,32000.0,Diesel,Manual,First,20,1248,91.72,5,5.65,Mass-Market
Mercedes-benz,Bangalore,9,83000.0,Petrol,Automatic,First,10,2497,204.0,5,16.5,Luxury
Volkswagen,Pune,7,67200.0,Petrol,Manual,First,15,1598,103.6,5,3.9,Executive
Bmw,Jaipur,6,62655.0,Diesel,Automatic,First,18,1995,184.0,5,14.5,Luxury
Bmw,Bangalore,4,16900.0,Diesel,Automatic,First,14,2993,258.0,5,44.0,Luxury
Hyundai,Delhi,2,8471.0,Petrol,Manual,First,18,1197,81.86,5,5.0,Mass-Market
Toyota,Hyderabad,3,69000.0,Diesel,Automatic,First,11,2755,171.5,7,19.75,Executive
Renault,Coimbatore,2,30090.0,Diesel,Automatic,First,19,1461,108.45,5,11.44,Mass-Market
Tata,Chennai,8,120000.0,Diesel,Manual,First,18,1248,75.0,5,1.75,Mass-Market
Mercedes-benz,Kochi,3,35939.0,Petrol,Manual,First,12,1796,185.0,5,30.42,Luxury
Mahindra,Coimbatore,6,116694.0,Diesel,Manual,First,15,2179,140.0,7,9.57,Mass-Market
Mahindra,Mumbai,3,40448.0,Diesel,Manual,First,15,2523,62.1,7,3.5,Mass-Market
Maruti,Coimbatore,1,64456.0,Diesel,Manual,First,24,1248,88.5,5,10.46,Entry-Level
Fiat,Pune,5,52782.0,Diesel,Manual,First,20,1248,91.72,5,4.85,Mass-Market
Honda,Kochi,3,51672.0,Petrol,Manual,First,19,1199,88.76,5,5.68,Executive
Skoda,Mumbai,4,56073.0,Petrol,Automatic,First,13,1798,157.75,5,13.25,Executive
Jaguar,Bangalore,8,65000.0,Diesel,Automatic,First,14,2993,270.9,5,16.0,Luxury
Maruti,Chennai,6,79000.0,Petrol,Manual,First,18,998,67.1,5,3.0,Entry-Level
Toyota,Mumbai,9,70200.0,Petrol,Automatic,First,14,1798,138.1,5,5.0,Executive
Maruti,Delhi,3,42000.0,Petrol,Manual,First,16,1197,85.0,5,4.75,Entry-Level
Volkswagen,Bangalore,5,62000.0,Petrol,Manual,First,16,1198,74.0,5,5.35,Executive
